Sl No.,Easting,Northing,Distance,Elevation,CS No.,
2519,771000.0,2575044.2,80.98,-13.652,31,
2520,770997.9,2575048.0,85.30,-13.234,31,
2521,770996.0,2575051.5,89.33,-12.771,31,
2522,770995.8,2575052.0,89.85,-12.714,31,
2523,770993.6,2575056.0,94.41,-12.179,31,
2524,770992.0,2575058.9,97.69,-11.749,31,
2525,770991.4,2575060.0,98.96,-11.585,31,
2526,770989.2,2575064.0,103.52,-10.992,31,
2527,770988.0,2575066.2,106.05,-10.657,31,
2528,770987.0,2575068.0,108.08,-10.407,31,
2529,770984.9,2575072.0,112.63,-9.839,31,
2530,770984.0,2575073.6,114.41,-9.614,31,
2531,770982.7,2575076.0,117.19,-9.288,31,
2532,770980.5,2575080.0,121.74,-8.721,31,
2533,770980.0,2575080.9,122.77,-8.599,31,
2534,770978.3,2575084.0,126.30,-8.220,31,
2535,770976.1,2575088.0,130.85,-7.745,31,
2536,770976.0,2575088.2,131.12,-7.718,31,
2537,770973.9,2575092.0,135.41,-7.301,31,
2538,770972.0,2575095.6,139.48,-6.948,31,
2539,770971.8,2575096.0,139.96,-6.909,31,
2540,770969.6,2575100.0,144.52,-6.660,31,
2541,770968.0,2575102.9,147.84,-6.601,31,
2542,770967.4,2575104.0,149.08,-6.571,31,
2543,770965.2,2575108.0,153.63,-6.431,31,
2544,770964.0,2575110.3,156.20,-6.318,31,
2545,770963.0,2575112.0,158.19,-6.192,31,
2546,770960.9,2575116.0,162.74,-5.809,31,
2547,770960.0,2575117.6,164.56,-5.640,31,
2548,770958.7,2575120.0,167.30,-5.382,31,
2549,770956.5,2575124.0,171.85,-4.895,31,
2550,770956.0,2575124.9,172.91,-4.793,31,
2551,770954.3,2575128.0,176.41,-4.477,31,
2552,770952.1,2575132.0,180.96,-4.139,31,
2553,770952.0,2575132.3,181.27,-4.124,31,
2554,770950.0,2575136.0,185.52,-3.902,31,
2555,770948.0,2575139.6,189.63,-3.671,31,
2556,770947.8,2575140.0,190.08,-3.645,31,
2557,770945.6,2575144.0,194.63,-3.318,31,
2558,770944.0,2575146.9,197.99,-3.115,31,
2559,770943.4,2575148.0,199.19,-3.056,31,
2560,770941.2,2575152.0,203.74,-2.860,31,
2561,770940.0,2575154.3,206.35,-2.750,31,
2562,770939.5,2575155.2,207.37,-2.705,31,
2563,771021.1,2574963.5,0.00,5.271,32,
2564,771020.9,2574964.0,2.57,6.332,32,
2565,771020.0,2574965.7,6.05,6.491,32,
2566,771018.8,2574968.0,9.25,6.817,32,
2567,771016.7,2574972.0,12.16,7.119,32,
2568,771016.0,2574973.3,12.94,4.661,32,
2569,771014.6,2574976.0,15.31,3.513,32,
2570,771012.5,2574980.0,19.05,1.450,32,
2571,771012.0,2574980.9,21.48,0.312,32,
2572,771010.4,2574984.0,23.15,0.083,32,
2573,771008.3,2574988.0,27.67,-1.201,32,
2574,771008.0,2574988.5,28.28,-1.356,32,
2575,771006.2,2574992.0,32.19,-2.305,32,
2576,771004.1,2574996.0,36.70,-3.857,32,
2577,771004.0,2574996.2,36.89,-3.974,32,
2578,771002.0,2575000.0,41.22,-6.638,32,
2579,771000.0,2575003.8,45.50,-9.448,32,
2580,770999.9,2575004.0,45.74,-9.594,32,
2581,770997.8,2575008.0,50.26,-11.526,32,
2582,770996.0,2575011.4,54.10,-11.489,32,
2583,770995.7,2575012.0,54.77,-11.434,32,
2584,770993.6,2575016.0,59.29,-12.394,32,
2585,770992.0,2575019.0,62.71,-13.330,32,
2586,770991.5,2575020.0,63.81,-13.665,32,
2587,770989.4,2575024.0,68.33,-13.920,32,
2588,770988.0,2575026.6,71.31,-13.788,32,
2589,770987.3,2575028.0,72.85,-13.746,32,
2590,770985.2,2575032.0,77.36,-13.571,32,
2591,770984.0,2575034.3,79.92,-13.432,32,
2592,770983.1,2575036.0,81.88,-13.320,32,
2593,770981.0,2575040.0,86.40,-12.967,32,
2594,770980.0,2575041.9,88.53,-12.780,32,
2595,770978.9,2575044.0,90.92,-12.529,32,
2596,770976.8,2575048.0,95.43,-12.021,32,
2597,770976.0,2575049.5,97.13,-11.859,32,
2598,770974.7,2575052.0,99.95,-11.599,32,
2599,770972.6,2575056.0,104.47,-11.205,32,
2600,770972.0,2575057.1,105.74,-11.092,32,
2601,770970.5,2575060.0,108.99,-10.817,32,
2602,770968.4,2575064.0,113.50,-10.399,32,
2603,770968.0,2575064.7,114.34,-10.324,32,
2604,770966.3,2575068.0,118.02,-10.013,32,
2605,770964.2,2575072.0,122.54,-9.600,32,
2606,770964.0,2575072.4,122.95,-9.566,32,
2607,770962.1,2575076.0,127.06,-9.223,32,
2608,770960.0,2575080.0,131.55,-8.879,32,
2609,770960.0,2575080.0,131.57,-8.878,32,
2610,770957.9,2575084.0,136.09,-8.690,32,
2611,770956.0,2575087.6,140.16,-8.543,32,
2612,770955.8,2575088.0,140.61,-8.532,32,
2613,770953.7,2575092.0,145.13,-8.332,32,
2614,770952.0,2575095.2,148.77,-8.095,32,
2615,770951.6,2575096.0,149.65,-8.018,32,
2616,770949.5,2575100.0,154.16,-7.589,32,
2617,770948.0,2575102.8,157.37,-7.281,32,
2618,770947.4,2575104.0,158.68,-7.142,32,
2619,770945.3,2575108.0,163.20,-6.715,32,
2620,770944.0,2575110.5,165.98,-6.322,32,
2621,770943.2,2575112.0,167.72,-6.013,32,
2622,770941.1,2575116.0,172.23,-5.272,32,
2623,770940.0,2575118.1,174.58,-4.996,32,
2624,770939.0,2575120.0,176.75,-4.784,32,
2625,770936.9,2575124.0,181.27,-4.546,32,
2626,770936.0,2575125.7,183.19,-4.442,32,
2627,770934.8,2575128.0,185.79,-4.287,32,
2628,770932.7,2575132.0,190.30,-3.976,32,
2629,770932.0,2575133.3,191.80,-3.868,32,
2630,770930.6,2575136.0,194.82,-3.655,32,
2631,770928.5,2575140.0,199.34,-3.472,32,
2632,770928.0,2575140.9,200.40,-3.429,32,
2633,770926.4,2575144.0,203.86,-3.222,32,
2634,770924.3,2575148.0,208.35,-2.963,32,
2635,771002.7,2574953.9,0.00,6.714,33,
2636,771001.6,2574956.0,5.92,5.042,33,
2637,771000.0,2574959.0,12.22,3.754,33,
2638,770999.5,2574960.0,17.65,3.880,33,
2639,770997.3,2574964.0,22.26,3.964,33,
2640,770996.0,2574966.4,23.16,3.908,33,
2641,770995.2,2574968.0,25.58,3.757,33,
2642,770993.0,2574972.0,27.33,2.483,33,
2643,770992.0,2574973.9,30.02,1.401,33,
2644,770990.9,2574976.0,31.57,-0.424,33,
2645,770988.7,2574980.0,34.17,-2.781,33,
2646,770988.0,2574981.3,38.71,-3.862,33,
2647,770986.6,2574984.0,39.60,-3.994,33,
2648,770984.4,2574988.0,43.25,-4.737,33,
2649,770980.1,2574996.0,47.79,-7.299,33,
2650,770980.0,2574996.2,48.05,-7.380,33,
2651,770978.0,2575000.0,52.33,-8.778,33,
2652,770976.0,2575003.7,56.50,-10.118,33,
2653,770975.8,2575004.0,56.87,-10.220,33,
2654,770973.7,2575008.0,61.41,-11.173,33,
2655,770972.0,2575011.1,64.96,-11.711,33,
2656,770971.5,2575012.0,65.95,-11.836,33,
2657,770969.4,2575016.0,70.50,-12.538,33,
2658,770968.0,2575018.6,73.41,-12.507,33,
2659,770967.2,2575020.0,75.04,-12.481,33,
2660,770965.1,2575024.0,79.58,-12.358,33,
2661,770964.0,2575026.0,81.86,-12.243,33,
2662,770962.9,2575028.0,84.12,-12.130,33,
2663,770960.8,2575032.0,88.66,-11.858,33,
2664,770960.0,2575033.5,90.32,-11.752,33,
2665,770958.6,2575036.0,93.20,-11.602,33,
2666,770956.5,2575040.0,97.74,-11.315,33,
2667,770956.0,2575040.9,98.77,-11.243,33,
2668,770954.3,2575044.0,102.28,-11.014,33,
2669,770952.2,2575048.0,106.82,-10.689,33,
2670,770952.0,2575048.4,107.22,-10.664,33,
2671,770950.0,2575052.0,111.36,-10.442,33,
2672,770948.0,2575055.8,115.68,-10.258,33,
2673,770947.9,2575056.0,115.90,-10.251,33,
2674,770945.7,2575060.0,120.44,-10.104,33,
2675,770944.0,2575063.2,124.13,-9.975,33,
2676,770943.6,2575064.0,124.98,-9.955,33,
2677,770941.4,2575068.0,129.52,-9.927,33,
2678,770940.0,2575070.7,132.58,-9.834,33,
2679,770939.3,2575072.0,134.06,-9.764,33,
2680,770937.2,2575076.0,138.60,-9.405,33,
2681,770936.0,2575078.1,141.03,-9.136,33,
2682,770935.0,2575080.0,143.14,-8.906,33,
2683,770932.9,2575084.0,147.68,-8.374,33,
2684,770932.0,2575085.6,149.49,-8.153,33,
2685,770930.7,2575088.0,152.22,-7.818,33,
2686,770928.6,2575092.0,156.77,-7.373,33,
2687,770928.0,2575093.0,157.94,-7.231,33,
2688,770926.4,2575096.0,161.31,-6.806,33,
2689,770924.3,2575100.0,165.85,-6.243,33,
2690,770924.0,2575100.5,166.39,-6.182,33,
2691,770922.1,2575104.0,170.39,-5.770,33,
2692,770920.0,2575107.9,174.85,-5.390,33,
2693,770920.0,2575108.0,174.93,-5.382,33,
2694,770917.8,2575112.0,179.47,-4.949,33,
2695,770916.0,2575115.4,183.30,-4.729,33,
2696,770915.7,2575116.0,184.01,-4.682,33,
2697,770913.5,2575120.0,188.55,-4.383,33,
2698,770912.0,2575122.8,191.75,-4.172,33,
2699,770911.4,2575124.0,193.09,-4.075,33,
2700,770909.2,2575128.0,197.63,-3.668,33,
2701,770908.0,2575130.3,200.21,-3.480,33,
2702,770907.1,2575132.0,202.17,-3.371,33,
2703,770904.9,2575136.0,206.71,-3.211,33,
2704,770904.0,2575137.7,208.66,-3.122,33,
2705,770902.8,2575140.0,211.25,-3.001,33,
2706,770901.5,2575142.4,213.95,-3.010,33,
2707,770986.3,2574943.5,0.00,6.033,34,
2708,770986.0,2574944.0,3.72,6.055,34,
2709,770984.0,2574947.5,7.70,5.876,34,
2710,770983.7,2574948.0,10.64,3.903,34,
2711,770981.3,2574952.0,13.56,3.772,34,
2712,770980.0,2574954.3,17.55,2.077,34,
2713,770979.0,2574956.0,22.08,1.306,34,
2714,770976.6,2574960.0,24.22,0.417,34,
2715,770976.0,2574961.1,28.28,-0.665,34,
2716,770974.3,2574964.0,28.43,-0.728,34,
2717,770972.0,2574967.9,33.07,-2.034,34,
2718,770971.9,2574968.0,36.17,-2.303,34,
2719,770969.6,2574972.0,37.71,-2.542,34,
2720,770968.0,2574974.7,42.35,-5.677,34,
2721,770964.0,2574981.5,44.06,-6.968,34,
2722,770962.5,2574984.0,46.99,-9.530,34,
2723,770960.2,2574988.0,51.63,-12.145,34,
2724,770960.0,2574988.3,51.95,-12.236,34,
2725,770957.8,2574992.0,56.27,-12.168,34,
2726,770956.0,2574995.1,59.84,-11.964,34,
2727,770955.5,2574996.0,60.91,-11.881,34,
2728,770953.1,2575000.0,65.55,-11.739,34,
2729,770952.0,2575001.9,67.73,-11.729,34,
2730,770950.8,2575004.0,70.19,-11.732,34,
2731,770948.4,2575008.0,74.83,-11.681,34,
2732,770948.0,2575008.7,75.63,-11.663,34,
2733,770946.1,2575012.0,79.47,-11.560,34,
2734,770944.0,2575015.5,83.52,-11.431,34,
2735,770943.7,2575016.0,84.11,-11.411,34,
2736,770941.3,2575020.0,88.75,-11.253,34,
2737,770940.0,2575022.3,91.41,-11.163,34,
2738,770939.0,2575024.0,93.39,-11.093,34,
2739,770936.6,2575028.0,98.03,-10.915,34,
2740,770936.0,2575029.1,99.30,-10.863,34,
2741,770934.3,2575032.0,102.67,-10.720,34,
2742,770932.0,2575035.9,107.19,-10.522,34,
2743,770931.9,2575036.0,107.31,-10.517,34,
2744,770929.6,2575040.0,111.95,-10.330,34,
2745,770928.0,2575042.7,115.08,-10.216,34,
2746,770927.2,2575044.0,116.59,-10.165,34,
2747,770924.9,2575048.0,121.23,-10.025,34,
2748,770924.0,2575049.5,122.98,-9.982,34,
2749,770922.5,2575052.0,125.87,-9.913,34,
2750,770920.2,2575056.0,130.51,-9.834,34,
2751,770920.0,2575056.3,130.87,-9.829,34,
2752,770917.8,2575060.0,135.15,-9.794,34,
2753,770916.0,2575063.1,138.76,-9.763,34,
2754,770915.5,2575064.0,139.79,-9.762,34,
2755,770913.1,2575068.0,144.43,-9.689,34,
2756,770912.0,2575069.9,146.65,-9.587,34,
2757,770910.8,2575072.0,149.08,-9.453,34,
2758,770908.4,2575076.0,153.72,-9.166,34,
2759,770908.0,2575076.7,154.54,-8.987,34,
2760,770906.1,2575080.0,158.36,-8.137,34,
2761,770904.0,2575083.5,162.44,-8.043,34,
2762,770903.7,2575084.0,163.00,-8.010,34,
2763,770901.4,2575088.0,167.64,-7.470,34,
2764,770900.0,2575090.3,170.33,-7.188,34,
2765,770899.0,2575092.0,172.28,-6.995,34,
2766,770896.7,2575096.0,176.92,-6.475,34,
2767,770896.0,2575097.1,178.22,-6.303,34,
2768,770894.3,2575100.0,181.56,-5.931,34,
2769,770892.0,2575103.9,186.11,-5.429,34,
2770,770892.0,2575104.0,186.20,-5.420,34,
2771,770889.6,2575108.0,190.84,-5.007,34,
2772,770888.0,2575110.7,194.00,-4.686,34,
2773,770887.3,2575112.0,195.48,-4.532,34,
2774,770884.9,2575116.0,200.12,-4.170,34,
2775,770884.0,2575117.5,201.89,-4.044,34,
2776,770882.5,2575120.0,204.76,-3.842,34,
2777,770880.2,2575124.0,209.40,-3.655,34,
2778,770880.0,2575124.3,209.79,-3.638,34,
2779,770877.8,2575128.0,214.04,-3.457,34,
2780,770876.7,2575130.0,216.32,-3.422,34,
2781,770969.5,2574933.5,0.00,5.892,35,
2782,770968.0,2574936.0,3.93,5.914,35,
2783,770968.0,2574936.1,7.91,5.735,35,
2784,770965.7,2574940.0,10.85,3.762,35,
2785,770964.0,2574942.8,13.77,3.631,35,
2786,770963.3,2574944.0,17.76,1.936,35,
2787,770960.9,2574948.0,22.29,1.165,35,
2788,770960.0,2574949.5,24.43,0.276,35,
2789,770958.5,2574952.0,26.19,-0.872,35,
2790,770956.1,2574956.0,26.47,-0.978,35,
2791,770956.0,2574956.2,30.84,-2.762,35,
2792,770953.8,2574960.0,34.30,-4.132,35,
2793,770952.0,2574963.0,35.49,-4.567,35,
2794,770951.4,2574964.0,40.15,-5.685,35,
2795,770949.0,2574968.0,42.13,-7.118,35,
2796,770948.0,2574969.7,44.80,-9.083,35,
2797,770944.3,2574976.0,49.45,-10.163,35,
2798,770944.0,2574976.4,49.96,-10.216,35,
2799,770941.9,2574980.0,54.11,-10.739,35,
2800,770940.0,2574983.2,57.79,-11.216,35,
2801,770939.5,2574984.0,58.76,-11.282,35,
2802,770937.1,2574988.0,63.41,-11.274,35,
2803,770936.0,2574989.9,65.62,-11.368,35,
2804,770934.7,2574992.0,68.07,-11.404,35,
2805,770932.4,2574996.0,72.72,-11.448,35,
2806,770932.0,2574996.6,73.44,-11.432,35,
2807,770930.0,2575000.0,77.37,-11.366,35,
2808,770928.0,2575003.4,81.27,-11.257,35,
2809,770927.6,2575004.0,82.03,-11.234,35,
2810,770925.2,2575008.0,86.68,-11.090,35,
2811,770924.0,2575010.1,89.10,-11.019,35,
2812,770922.9,2575012.0,91.33,-10.959,35,
2813,770920.5,2575016.0,95.99,-10.805,35,
2814,770920.0,2575016.8,96.93,-10.764,35,
2815,770918.1,2575020.0,100.64,-10.602,35,
2816,770916.0,2575023.5,104.76,-10.366,35,
2817,770915.7,2575024.0,105.29,-10.337,35,
2818,770913.4,2575028.0,109.94,-10.085,35,
2819,770912.0,2575030.3,112.59,-9.985,35,
2820,770911.0,2575032.0,114.60,-9.943,35,
2821,770908.6,2575036.0,119.25,-9.886,35,
2822,770908.0,2575037.0,120.42,-9.890,35,
2823,770906.2,2575040.0,123.90,-9.836,35,
2824,770904.0,2575043.7,128.25,-9.762,35,
2825,770903.8,2575044.0,128.56,-9.755,35,
2826,770901.5,2575048.0,133.21,-9.655,35,
2827,770900.0,2575050.5,136.08,-9.610,35,
2828,770899.1,2575052.0,137.86,-9.645,35,
2829,770896.7,2575056.0,142.52,-9.682,35,
2830,770896.0,2575057.2,143.90,-9.658,35,
2831,770894.3,2575060.0,147.17,-9.509,35,
2832,770892.0,2575063.9,151.73,-9.303,35,
2833,770892.0,2575064.0,151.82,-9.298,35,
2834,770889.6,2575068.0,156.48,-9.048,35,
2835,770888.0,2575070.7,159.56,-8.809,35,
2836,770887.2,2575072.0,161.13,-8.691,35,
2837,770884.8,2575076.0,165.78,-8.359,35,
2838,770884.0,2575077.4,167.39,-8.234,35,
2839,770882.4,2575080.0,170.44,-8.004,35,
2840,770880.1,2575084.0,175.09,-7.539,35,
2841,770880.0,2575084.1,175.22,-7.528,35,
2842,770877.7,2575088.0,179.74,-7.155,35,
2843,770876.0,2575090.8,183.05,-6.894,35,
2844,770875.3,2575092.0,184.40,-6.791,35,
2845,770872.9,2575096.0,189.05,-6.308,35,
2846,770872.0,2575097.6,190.88,-6.136,35,
2847,770870.6,2575100.0,193.70,-5.869,35,
2848,770868.2,2575104.0,198.36,-5.418,35,
2849,770868.0,2575104.3,198.71,-5.392,35,
2850,770865.8,2575108.0,203.01,-5.080,35,
2851,770864.0,2575111.0,206.54,-4.650,35,
2852,770863.4,2575112.0,207.66,-4.514,35,
2853,770861.0,2575116.0,212.32,-4.187,35,
2854,770860.0,2575117.8,214.36,-4.039,35,
2855,770859.9,2575118.0,214.60,-4.022,35,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
