Northing,Easting,Date,Time,Depth,Sec- no,,Distance,WL,RL
2646758.08,715590.95,16-11-2024,9:35:09 AM,2.76,1,0,0,7.42,4.66
2646757.76,715591.38,16-11-2024,9:35:10 AM,2.98,1,0.536003732,0.54,7.42,4.44
2646757.45,715591.79,16-11-2024,9:35:11 AM,3.1,1,0.514003891,1.05,7.42,4.32
2646757.14,715592.22,16-11-2024,9:35:12 AM,3.2,1,0.530094331,1.58,7.42,4.22
2646756.78,715592.63,16-11-2024,9:35:13 AM,3.27,1,0.545618915,2.13,7.42,4.15
2646756.4,715593.07,16-11-2024,9:35:14 AM,3.34,1,0.581377674,2.71,7.42,4.08
2646755.99,715593.55,16-11-2024,9:35:15 AM,3.43,1,0.631268564,3.34,7.42,3.99
2646755.56,715594.01,16-11-2024,9:35:16 AM,3.62,1,0.62968246,3.97,7.42,3.8
2646755.09,715594.53,16-11-2024,9:35:17 AM,3.8,1,0.700927957,4.67,7.42,3.62
2646754.64,715595.02,16-11-2024,9:35:18 AM,3.99,1,0.665281895,5.33,7.42,3.43
2646754.17,715595.58,16-11-2024,9:35:19 AM,4.18,1,0.731095069,6.07,7.42,3.24
2646753.69,715596.16,16-11-2024,9:35:20 AM,4.4,1,0.752861209,6.82,7.42,3.02
2646753.23,715596.79,16-11-2024,9:35:21 AM,4.63,1,0.7800641,7.6,7.42,2.79
2646752.78,715597.46,16-11-2024,9:35:22 AM,4.91,1,0.807093551,8.41,7.42,2.51
2646752.32,715598.2,16-11-2024,9:35:23 AM,5.19,1,0.871320836,9.28,7.42,2.23
2646751.87,715598.99,16-11-2024,9:35:24 AM,5.45,1,0.909175451,10.19,7.42,1.97
2646751.44,715599.86,16-11-2024,9:35:25 AM,5.7,1,0.970463807,11.16,7.42,1.72
2646751.07,715600.77,16-11-2024,9:35:26 AM,5.9,1,0.982344135,12.14,7.42,1.52
2646750.75,715601.76,16-11-2024,9:35:27 AM,6.09,1,1.040432602,13.18,7.42,1.33
2646750.47,715602.79,16-11-2024,9:35:28 AM,6.27,1,1.06737997,14.25,7.42,1.15
2646750.27,715603.88,16-11-2024,9:35:29 AM,6.42,1,1.108196733,15.35,7.42,1
2646750.16,715605.02,16-11-2024,9:35:30 AM,6.47,1,1.145294722,16.5,7.42,0.95
2646750.08,715606.17,16-11-2024,9:35:31 AM,6.43,1,1.15277925,17.65,7.42,0.99
2646750.09,715607.38,16-11-2024,9:35:32 AM,6.33,1,1.210041322,18.86,7.42,1.09
2646750.17,715608.61,16-11-2024,9:35:33 AM,6.16,1,1.23259888,20.1,7.42,1.26
2646750.33,715609.86,16-11-2024,9:35:34 AM,5.99,1,1.260198397,21.36,7.42,1.43
2646750.52,715611.13,16-11-2024,9:35:35 AM,5.85,1,1.284133949,22.64,7.42,1.57
2646750.76,715612.38,16-11-2024,9:35:36 AM,5.71,1,1.272831489,23.91,7.42,1.71
2646750.96,715613.6,16-11-2024,9:35:37 AM,5.59,1,1.236284757,25.15,7.42,1.83
2646751.15,715614.75,16-11-2024,9:35:38 AM,5.46,1,1.165589979,26.31,7.42,1.96
2646751.33,715615.87,16-11-2024,9:35:39 AM,5.33,1,1.134372073,27.45,7.42,2.09
2646751.52,715617.01,16-11-2024,9:35:40 AM,5.19,1,1.155724881,28.6,7.42,2.23
2646751.69,715618.18,16-11-2024,9:35:41 AM,5.12,1,1.182285921,29.79,7.42,2.3
2646751.87,715619.34,16-11-2024,9:35:42 AM,5.08,1,1.173882447,30.96,7.42,2.34
2646752.03,715620.53,16-11-2024,9:35:43 AM,5.04,1,1.200708124,32.16,7.42,2.38
2646752.18,715621.71,16-11-2024,9:35:44 AM,4.97,1,1.189495691,33.35,7.42,2.45
2646752.32,715622.9,16-11-2024,9:35:45 AM,4.9,1,1.198206994,34.55,7.42,2.52
2646752.41,715624.06,16-11-2024,9:35:46 AM,4.79,1,1.163486141,35.71,7.42,2.63
2646752.51,715625.23,16-11-2024,9:35:47 AM,4.66,1,1.174265728,36.89,7.42,2.76
2646752.59,715626.4,16-11-2024,9:35:48 AM,4.52,1,1.172731853,38.06,7.42,2.9
2646752.66,715627.57,16-11-2024,9:35:49 AM,4.39,1,1.172092146,39.23,7.42,3.03
2646752.72,715628.73,16-11-2024,9:35:50 AM,4.28,1,1.161550688,40.39,7.42,3.14
2646752.77,715629.89,16-11-2024,9:35:51 AM,4.18,1,1.161077086,41.55,7.42,3.24
2646752.84,715631.03,16-11-2024,9:35:52 AM,4.09,1,1.142147101,42.7,7.42,3.33
2646752.84,715632.14,16-11-2024,9:35:53 AM,4.02,1,1.11,43.81,7.42,3.4
2646752.87,715633.28,16-11-2024,9:35:54 AM,3.96,1,1.140394669,44.95,7.42,3.46
2646752.9,715634.44,16-11-2024,9:35:55 AM,3.92,1,1.160387866,46.11,7.42,3.5
2646752.9,715635.59,16-11-2024,9:35:56 AM,3.89,1,1.15,47.26,7.42,3.53
2646752.92,715636.74,16-11-2024,9:35:57 AM,3.88,1,1.1501739,48.41,7.42,3.54
2646752.9,715637.88,16-11-2024,9:35:58 AM,3.87,1,1.140175425,49.55,7.42,3.55
2646752.89,715639.01,16-11-2024,9:35:59 AM,3.85,1,1.130044247,50.68,7.42,3.57
2646752.86,715640.12,16-11-2024,9:36:00 AM,3.78,1,1.110405331,51.79,7.42,3.64
2646752.83,715641.24,16-11-2024,9:36:01 AM,3.7,1,1.120401714,52.91,7.42,3.72
2646752.78,715642.35,16-11-2024,9:36:02 AM,3.6,1,1.111125555,54.02,7.42,3.82
2646752.73,715643.46,16-11-2024,9:36:03 AM,3.49,1,1.111125555,55.13,7.42,3.93
2646752.65,715644.55,16-11-2024,9:36:04 AM,3.36,1,1.092931837,56.22,7.42,4.06
2646752.58,715645.65,16-11-2024,9:36:05 AM,3.24,1,1.102225022,57.33,7.42,4.18
2646752.49,715646.75,16-11-2024,9:36:06 AM,3.1,1,1.103675677,58.43,7.42,4.32
2646752.4,715647.83,16-11-2024,9:36:07 AM,2.96,1,1.083743512,59.51,7.42,4.46
2646752.31,715648.91,16-11-2024,9:36:08 AM,2.81,1,1.083743512,60.6,7.42,4.61
2646752.22,715650.02,16-11-2024,9:36:09 AM,2.66,1,1.113642672,61.71,7.42,4.76
2646752.13,715651.11,16-11-2024,9:36:10 AM,2.52,1,1.093709285,62.8,7.42,4.9
2646752.06,715652.19,16-11-2024,9:36:11 AM,2.4,1,1.082266141,63.89,7.42,5.02
2646751.98,715653.27,16-11-2024,9:36:12 AM,2.29,1,1.08295891,64.97,7.42,5.13
2646751.91,715654.36,16-11-2024,9:36:13 AM,2.18,1,1.092245394,66.06,7.42,5.24
2646751.82,715655.41,16-11-2024,9:36:14 AM,2.08,1,1.053850084,67.12,7.42,5.34
2646751.76,715656.49,16-11-2024,9:36:15 AM,1.98,1,1.081665383,68.2,7.42,5.44
2646751.71,715657.57,16-11-2024,9:36:16 AM,1.89,1,1.081156788,69.28,7.42,5.53
2646751.65,715658.64,16-11-2024,9:36:17 AM,1.8,1,1.071680923,70.35,7.42,5.62
2646751.6,715659.71,16-11-2024,9:36:18 AM,1.73,1,1.071167587,71.42,7.42,5.69
2646751.57,715660.77,16-11-2024,9:36:19 AM,1.68,1,1.060424443,72.48,7.42,5.74
2646751.56,715661.83,16-11-2024,9:36:20 AM,1.64,1,1.060047169,73.54,7.42,5.78
2646751.54,715662.89,16-11-2024,9:36:21 AM,1.6,1,1.060188663,74.6,7.42,5.82
2646751.56,715663.93,16-11-2024,9:36:22 AM,1.57,1,1.04019229,75.64,7.42,5.85
2646751.57,715664.97,16-11-2024,9:36:23 AM,1.56,1,1.040048076,76.68,7.42,5.86
2646751.61,715665.99,16-11-2024,9:36:24 AM,1.55,1,1.020784012,77.7,7.42,5.87
2646751.65,715667,16-11-2024,9:36:25 AM,1.54,1,1.010791769,78.71,7.42,5.88
2646751.72,715668.01,16-11-2024,9:36:26 AM,1.54,1,1.012422837,79.73,7.42,5.88
2646751.8,715669,16-11-2024,9:36:27 AM,1.54,1,0.993227064,80.72,7.42,5.88
2646751.94,715669.95,16-11-2024,9:36:28 AM,1.53,1,0.960260381,81.68,7.42,5.89
2646752.16,715670.84,16-11-2024,9:36:29 AM,1.53,1,0.916787871,82.6,7.42,5.89
2646759.96,715674.88,16-11-2024,9:36:50 AM,0.96,2,0,0,7.42,6.46
2646760.21,715674.51,16-11-2024,9:36:51 AM,1.19,2,0.446542271,0.45,7.42,6.23
2646760.45,715674.11,16-11-2024,9:36:52 AM,1.24,2,0.466476152,0.91,7.42,6.18
2646760.69,715673.7,16-11-2024,9:36:53 AM,1.27,2,0.475078941,1.39,7.42,6.15
2646760.93,715673.27,16-11-2024,9:36:54 AM,1.3,2,0.49244289,1.88,7.42,6.12
2646761.14,715672.82,16-11-2024,9:36:55 AM,1.37,2,0.496588361,2.38,7.42,6.05
2646761.37,715672.37,16-11-2024,9:36:56 AM,1.4,2,0.505371151,2.88,7.42,6.02
2646761.62,715671.91,16-11-2024,9:36:57 AM,1.54,2,0.523545604,3.41,7.42,5.88
2646761.87,715671.44,16-11-2024,9:36:58 AM,1.68,2,0.532353266,3.94,7.42,5.74
2646762.07,715670.93,16-11-2024,9:36:59 AM,1.7,2,0.547813837,4.49,7.42,5.72
2646762.26,715670.41,16-11-2024,9:37:00 AM,1.76,2,0.553624421,5.04,7.42,5.66
2646762.43,715669.89,16-11-2024,9:37:01 AM,1.78,2,0.547083175,5.59,7.42,5.64
2646762.59,715669.36,16-11-2024,9:37:02 AM,1.79,2,0.553624421,6.14,7.42,5.63
2646762.74,715668.83,16-11-2024,9:37:03 AM,1.8,2,0.550817574,6.69,7.42,5.62
2646762.89,715668.27,16-11-2024,9:37:04 AM,1.81,2,0.579741322,7.27,7.42,5.61
2646763.04,715667.69,16-11-2024,9:37:05 AM,1.85,2,0.599082632,7.87,7.42,5.57
2646763.19,715667.11,16-11-2024,9:37:06 AM,1.83,2,0.599082632,8.47,7.42,5.59
2646763.34,715666.48,16-11-2024,9:37:07 AM,1.85,2,0.647610994,9.12,7.42,5.57
2646763.5,715665.85,16-11-2024,9:37:08 AM,1.85,2,0.65,9.77,7.42,5.57
2646763.66,715665.18,16-11-2024,9:37:09 AM,1.91,2,0.688839604,10.46,7.42,5.51
2646763.82,715664.49,16-11-2024,9:37:10 AM,1.93,2,0.708307843,11.16,7.42,5.49
2646764,715663.77,16-11-2024,9:37:11 AM,1.98,2,0.742159013,11.91,7.42,5.44
2646764.15,715663.03,16-11-2024,9:37:12 AM,1.95,2,0.755049667,12.66,7.42,5.47
2646764.3,715662.26,16-11-2024,9:37:13 AM,1.94,2,0.784474346,13.45,7.42,5.48
2646764.43,715661.45,16-11-2024,9:37:14 AM,1.94,2,0.820365772,14.27,7.42,5.48
2646764.55,715660.62,16-11-2024,9:37:15 AM,1.95,2,0.838629835,15.1,7.42,5.47
2646764.66,715659.76,16-11-2024,9:37:16 AM,1.93,2,0.867006344,15.97,7.42,5.49
2646764.75,715658.87,16-11-2024,9:37:17 AM,1.95,2,0.894538987,16.87,7.42,5.47
2646764.8,715657.96,16-11-2024,9:37:18 AM,1.99,2,0.911372591,17.78,7.42,5.43
2646764.84,715657.02,16-11-2024,9:37:19 AM,2.06,2,0.940850679,18.72,7.42,5.36
2646764.86,715656.06,16-11-2024,9:37:20 AM,2.12,2,0.960208311,19.68,7.42,5.3
2646764.88,715655.09,16-11-2024,9:37:21 AM,2.21,2,0.970206164,20.65,7.42,5.21
2646764.87,715654.13,16-11-2024,9:37:22 AM,2.25,2,0.960052082,21.61,7.42,5.17
2646764.87,715653.15,16-11-2024,9:37:23 AM,2.41,2,0.98,22.59,7.42,5.01
2646764.86,715652.16,16-11-2024,9:37:24 AM,2.56,2,0.990050504,23.58,7.42,4.86
2646764.84,715651.12,16-11-2024,9:37:25 AM,2.72,2,1.04019229,24.62,7.42,4.7
2646764.82,715650.06,16-11-2024,9:37:26 AM,2.87,2,1.060188662,25.68,7.42,4.55
2646764.79,715648.98,16-11-2024,9:37:27 AM,3.03,2,1.080416586,26.76,7.42,4.39
2646764.76,715647.87,16-11-2024,9:37:28 AM,3.19,2,1.110405331,27.87,7.42,4.23
2646764.72,715646.77,16-11-2024,9:37:29 AM,3.32,2,1.100727032,28.97,7.42,4.1
2646764.67,715645.67,16-11-2024,9:37:30 AM,3.43,2,1.101135777,30.07,7.42,3.99
2646764.61,715644.53,16-11-2024,9:37:31 AM,3.53,2,1.141577855,31.21,7.42,3.89
2646764.54,715643.37,16-11-2024,9:37:32 AM,3.64,2,1.16211015,32.38,7.42,3.78
2646764.49,715642.2,16-11-2024,9:37:33 AM,3.74,2,1.171067889,33.55,7.42,3.68
2646764.42,715641.01,16-11-2024,9:37:34 AM,3.85,2,1.192057046,34.74,7.42,3.57
2646764.34,715639.82,16-11-2024,9:37:35 AM,3.95,2,1.192686044,35.93,7.42,3.47
2646764.26,715638.62,16-11-2024,9:37:36 AM,4.06,2,1.20266371,37.13,7.42,3.36
2646764.18,715637.43,16-11-2024,9:37:37 AM,4.19,2,1.192686044,38.33,7.42,3.23
2646764.1,715636.25,16-11-2024,9:37:38 AM,4.31,2,1.182708755,39.51,7.42,3.11
2646764,715635.06,16-11-2024,9:37:39 AM,4.43,2,1.194194289,40.7,7.42,2.99
2646763.91,715633.89,16-11-2024,9:37:40 AM,4.55,2,1.173456433,41.88,7.42,2.87
2646763.84,715632.71,16-11-2024,9:37:41 AM,4.67,2,1.182074448,43.06,7.42,2.75
2646763.73,715631.51,16-11-2024,9:37:42 AM,4.78,2,1.20503112,44.26,7.42,2.64
2646763.63,715630.34,16-11-2024,9:37:43 AM,4.87,2,1.174265728,45.44,7.42,2.55
2646763.52,715629.17,16-11-2024,9:37:44 AM,4.94,2,1.175159564,46.61,7.42,2.48
2646763.41,715628.01,16-11-2024,9:37:45 AM,5,2,1.165203845,47.78,7.42,2.42
2646763.33,715626.86,16-11-2024,9:37:46 AM,5.06,2,1.15277925,48.93,7.42,2.36
2646763.24,715625.71,16-11-2024,9:37:47 AM,5.12,2,1.153516363,50.09,7.42,2.3
2646763.14,715624.56,16-11-2024,9:37:48 AM,5.17,2,1.154339638,51.24,7.42,2.25
2646763.05,715623.42,16-11-2024,9:37:49 AM,5.23,2,1.143547113,52.38,7.42,2.19
2646762.97,715622.28,16-11-2024,9:37:50 AM,5.29,2,1.14280357,53.53,7.42,2.13
2646762.91,715621.18,16-11-2024,9:37:51 AM,5.38,2,1.101635148,54.63,7.42,2.04
2646762.87,715620.13,16-11-2024,9:37:52 AM,5.47,2,1.050761629,55.68,7.42,1.95
2646762.83,715619.09,16-11-2024,9:37:53 AM,5.56,2,1.040768947,56.72,7.42,1.86
2646762.78,715618.05,16-11-2024,9:37:54 AM,5.64,2,1.041201229,57.76,7.42,1.78
2646762.76,715617.01,16-11-2024,9:37:55 AM,5.76,2,1.04019229,58.8,7.42,1.66
2646762.79,715616.01,16-11-2024,9:37:56 AM,5.89,2,1.000449899,59.8,7.42,1.53
2646762.83,715615.01,16-11-2024,9:37:57 AM,6.01,2,1.00079968,60.8,7.42,1.41
2646762.87,715614.02,16-11-2024,9:37:58 AM,6.14,2,0.990807751,61.79,7.42,1.28
2646762.92,715613.06,16-11-2024,9:37:59 AM,6.25,2,0.961301201,62.75,7.42,1.17
2646763,715612.12,16-11-2024,9:38:00 AM,6.35,2,0.943398113,63.7,7.42,1.07
2646763.1,715611.22,16-11-2024,9:38:01 AM,6.46,2,0.905538514,64.6,7.42,0.96
2646763.23,715610.35,16-11-2024,9:38:02 AM,6.52,2,0.879659025,65.48,7.42,0.9
2646763.37,715609.5,16-11-2024,9:38:03 AM,6.58,2,0.861452262,66.34,7.42,0.84
2646763.56,715608.66,16-11-2024,9:38:04 AM,6.64,2,0.861220065,67.21,7.42,0.78
2646763.78,715607.87,16-11-2024,9:38:05 AM,6.7,2,0.820060973,68.03,7.42,0.72
2646764.04,715607.11,16-11-2024,9:38:06 AM,6.71,2,0.803243425,68.83,7.42,0.71
2646764.33,715606.37,16-11-2024,9:38:07 AM,6.73,2,0.794795571,69.62,7.42,0.69
2646764.64,715605.65,16-11-2024,9:38:08 AM,6.72,2,0.783900504,70.41,7.42,0.7
2646765.01,715604.96,16-11-2024,9:38:09 AM,6.69,2,0.782943165,71.19,7.42,0.73
2646765.41,715604.3,16-11-2024,9:38:10 AM,6.67,2,0.771751255,71.96,7.42,0.75
2646765.83,715603.66,16-11-2024,9:38:11 AM,6.57,2,0.765506368,72.73,7.42,0.85
2646766.29,715603.04,16-11-2024,9:38:12 AM,6.49,2,0.772010363,73.5,7.42,0.93
2646766.78,715602.45,16-11-2024,9:38:13 AM,6.4,2,0.766941979,74.27,7.42,1.02
2646767.27,715601.89,16-11-2024,9:38:14 AM,6.25,2,0.744110207,75.01,7.42,1.17
2646767.77,715601.35,16-11-2024,9:38:15 AM,6.1,2,0.73593478,75.75,7.42,1.32
2646768.28,715600.84,16-11-2024,9:38:16 AM,5.92,2,0.721248917,76.47,7.42,1.5
2646768.78,715600.34,16-11-2024,9:38:17 AM,5.74,2,0.707106781,77.17,7.42,1.68
2646769.28,715599.87,16-11-2024,9:38:18 AM,5.52,2,0.686221539,77.86,7.42,1.9
2646769.77,715599.42,16-11-2024,9:38:19 AM,5.31,2,0.665281895,78.53,7.42,2.11
2646770.25,715599,16-11-2024,9:38:20 AM,5.07,2,0.637808749,79.16,7.42,2.35
2646770.73,715598.6,16-11-2024,9:38:21 AM,4.82,2,0.624819974,79.79,7.42,2.6
2646771.18,715598.22,16-11-2024,9:38:22 AM,4.61,2,0.588982173,80.38,7.42,2.81
2646771.64,715597.85,16-11-2024,9:38:23 AM,4.48,2,0.590338886,80.97,7.42,2.94
2646772.07,715597.5,16-11-2024,9:38:24 AM,4.33,2,0.554436651,81.52,7.42,3.09
2646772.45,715597.19,16-11-2024,9:38:25 AM,4.21,2,0.490407994,82.01,7.42,3.21
2646772.82,715596.89,16-11-2024,9:38:26 AM,4.08,2,0.476340214,82.49,7.42,3.34
2646773.19,715596.59,16-11-2024,9:38:27 AM,3.94,2,0.476340215,82.97,7.42,3.48
2646774.09,715601.77,16-11-2024,9:39:00 AM,7.18,3,0,0,7.42,0.24
2646774.36,715602.34,16-11-2024,9:39:01 AM,7.33,3,0.630713881,0.63,7.42,0.09
2646774.59,715602.93,16-11-2024,9:39:02 AM,7.41,3,0.633245608,1.26,7.42,0.01
2646774.85,715603.55,16-11-2024,9:39:03 AM,7.51,3,0.672309453,1.94,7.42,-0.09
2646775.07,715604.19,16-11-2024,9:39:04 AM,7.63,3,0.676756972,2.61,7.42,-0.21
2646775.28,715604.88,16-11-2024,9:39:05 AM,7.7,3,0.721248917,3.33,7.42,-0.28
2646775.53,715605.63,16-11-2024,9:39:06 AM,7.76,3,0.790569415,4.12,7.42,-0.34
2646775.73,715606.43,16-11-2024,9:39:07 AM,7.91,3,0.824621125,4.95,7.42,-0.49
2646775.94,715607.29,16-11-2024,9:39:08 AM,8.05,3,0.885268321,5.83,7.42,-0.63
2646776.1,715608.21,16-11-2024,9:39:09 AM,8.15,3,0.933809402,6.77,7.42,-0.73
2646776.25,715609.2,16-11-2024,9:39:10 AM,8.2,3,1.001299156,7.77,7.42,-0.78
2646776.4,715610.25,16-11-2024,9:39:11 AM,8.22,3,1.060660172,8.83,7.42,-0.8
2646776.53,715611.38,16-11-2024,9:39:12 AM,8.17,3,1.137453296,9.97,7.42,-0.75
2646776.64,715612.57,16-11-2024,9:39:13 AM,8.06,3,1.195073219,11.16,7.42,-0.64
2646776.77,715613.8,16-11-2024,9:39:14 AM,7.88,3,1.23685084,12.4,7.42,-0.46
2646776.91,715615.07,16-11-2024,9:39:15 AM,7.66,3,1.277693234,13.68,7.42,-0.24
2646777.06,715616.37,16-11-2024,9:39:16 AM,7.44,3,1.308625233,14.99,7.42,-0.02
2646777.21,715617.67,16-11-2024,9:39:17 AM,7.21,3,1.308625233,16.29,7.42,0.21
2646777.4,715619,16-11-2024,9:39:18 AM,6.96,3,1.343502884,17.64,7.42,0.46
2646777.6,715620.28,16-11-2024,9:39:19 AM,6.68,3,1.295530779,18.93,7.42,0.74
2646777.78,715621.55,16-11-2024,9:39:20 AM,6.4,3,1.282692481,20.22,7.42,1.02
2646777.95,715622.81,16-11-2024,9:39:21 AM,6.13,3,1.271416533,21.49,7.42,1.29
2646778.11,715624.11,16-11-2024,9:39:22 AM,5.86,3,1.309809146,22.8,7.42,1.56
2646778.28,715625.44,16-11-2024,9:39:23 AM,5.64,3,1.340820644,24.14,7.42,1.78
2646778.39,715626.78,16-11-2024,9:39:24 AM,5.41,3,1.344507345,25.48,7.42,2.01
2646778.47,715628.15,16-11-2024,9:39:25 AM,5.21,3,1.372333779,26.86,7.42,2.21
2646778.5,715629.54,16-11-2024,9:39:26 AM,5.02,3,1.390323703,28.25,7.42,2.4
2646778.52,715630.93,16-11-2024,9:39:27 AM,4.82,3,1.390143877,29.64,7.42,2.6
2646778.49,715632.34,16-11-2024,9:39:28 AM,4.63,3,1.410319113,31.05,7.42,2.79
2646778.42,715633.75,16-11-2024,9:39:29 AM,4.43,3,1.411736519,32.46,7.42,2.99
2646778.34,715635.17,16-11-2024,9:39:30 AM,4.23,3,1.422251736,33.88,7.42,3.19
2646778.22,715636.62,16-11-2024,9:39:31 AM,4.03,3,1.454957044,35.34,7.42,3.39
2646778.07,715638.09,16-11-2024,9:39:32 AM,3.86,3,1.477633243,36.81,7.42,3.56
2646777.88,715639.52,16-11-2024,9:39:33 AM,3.71,3,1.442567156,38.26,7.42,3.71
2646777.69,715640.94,16-11-2024,9:39:34 AM,3.58,3,1.432654878,39.69,7.42,3.84
2646777.48,715642.37,16-11-2024,9:39:35 AM,3.46,3,1.445337331,41.13,7.42,3.96
2646777.27,715643.77,16-11-2024,9:39:36 AM,3.33,3,1.415662389,42.55,7.42,4.09
2646777.06,715645.15,16-11-2024,9:39:37 AM,3.21,3,1.395886815,43.94,7.42,4.21
2646776.82,715646.53,16-11-2024,9:39:38 AM,3.09,3,1.400714104,45.35,7.42,4.33
2646776.63,715647.91,16-11-2024,9:39:39 AM,2.98,3,1.393018306,46.74,7.42,4.44
2646776.44,715649.27,16-11-2024,9:39:40 AM,2.88,3,1.373207923,48.11,7.42,4.54
2646776.26,715650.61,16-11-2024,9:39:41 AM,2.8,3,1.352035502,49.46,7.42,4.62
2646776.1,715651.9,16-11-2024,9:39:42 AM,2.71,3,1.29988461,50.76,7.42,4.71
2646775.93,715653.18,16-11-2024,9:39:43 AM,2.63,3,1.291239714,52.06,7.42,4.79
2646775.79,715654.44,16-11-2024,9:39:44 AM,2.55,3,1.267753919,53.32,7.42,4.87
2646775.65,715655.68,16-11-2024,9:39:45 AM,2.48,3,1.247878199,54.57,7.42,4.94
2646775.51,715656.9,16-11-2024,9:39:46 AM,2.43,3,1.228006515,55.8,7.42,4.99
2646775.37,715658.09,16-11-2024,9:39:47 AM,2.37,3,1.198206994,57,7.42,5.05
2646775.26,715659.25,16-11-2024,9:39:48 AM,2.32,3,1.165203845,58.16,7.42,5.1
2646775.14,715660.4,16-11-2024,9:39:49 AM,2.26,3,1.156243919,59.32,7.42,5.16
2646775.02,715661.53,16-11-2024,9:39:50 AM,2.21,3,1.136353818,60.45,7.42,5.21
2646774.92,715662.65,16-11-2024,9:39:51 AM,2.15,3,1.124455424,61.58,7.42,5.27
2646774.82,715663.75,16-11-2024,9:39:52 AM,2.08,3,1.104536102,62.68,7.42,5.34
2646774.71,715664.84,16-11-2024,9:39:53 AM,2.03,3,1.095536398,63.78,7.42,5.39
2646774.6,715665.93,16-11-2024,9:39:54 AM,1.98,3,1.095536398,64.87,7.42,5.44
2646774.48,715666.99,16-11-2024,9:39:55 AM,1.94,3,1.066770828,65.94,7.42,5.48
2646774.39,715668.06,16-11-2024,9:39:56 AM,1.89,3,1.073778376,67.02,7.42,5.53
2646774.3,715669.12,16-11-2024,9:39:57 AM,1.84,3,1.063813893,68.08,7.42,5.58
2646774.2,715670.16,16-11-2024,9:39:58 AM,1.79,3,1.044796631,69.12,7.42,5.63
2646774.09,715671.19,16-11-2024,9:39:59 AM,1.75,3,1.035857133,70.16,7.42,5.67
2646773.99,715672.22,16-11-2024,9:40:00 AM,1.71,3,1.034842983,71.19,7.42,5.71
2646773.9,715673.23,16-11-2024,9:40:01 AM,1.67,3,1.014001972,72.21,7.42,5.75
2646773.8,715674.23,16-11-2024,9:40:02 AM,1.64,3,1.004987562,73.21,7.42,5.78
2646773.69,715675.26,16-11-2024,9:40:03 AM,1.61,3,1.035857133,74.25,7.42,5.81
2646773.61,715676.28,16-11-2024,9:40:04 AM,1.59,3,1.023132445,75.27,7.42,5.83
2646773.52,715677.29,16-11-2024,9:40:05 AM,1.56,3,1.014001972,76.29,7.42,5.86
2646773.42,715678.3,16-11-2024,9:40:06 AM,1.54,3,1.014938422,77.3,7.42,5.88
2646773.33,715679.31,16-11-2024,9:40:07 AM,1.56,3,1.014001972,78.32,7.42,5.86
2646773.23,715680.3,16-11-2024,9:40:08 AM,1.43,3,0.995037688,79.31,7.42,5.99
2646773.13,715681.28,16-11-2024,9:40:09 AM,1.31,3,0.985088828,80.3,7.42,6.11
2646773.03,715682.25,16-11-2024,9:40:10 AM,1.36,3,0.975141015,81.27,7.42,6.06
2646772.92,715683.23,16-11-2024,9:40:11 AM,1.36,3,0.986154146,82.26,7.42,6.06
2646772.85,715684.2,16-11-2024,9:40:12 AM,1.34,3,0.972522493,83.23,7.42,6.08
2646772.76,715685.2,16-11-2024,9:40:13 AM,1.33,3,1.004041832,84.23,7.42,6.09
2646772.76,715686.16,16-11-2024,9:40:14 AM,1.3,3,0.96,85.19,7.42,6.12
2646772.85,715687.07,16-11-2024,9:40:15 AM,1.27,3,0.914439719,86.11,7.42,6.15
2646780.16,715691.25,16-11-2024,9:40:34 AM,2.12,4,0,0,7.42,5.3
2646780.35,715690.81,16-11-2024,9:40:35 AM,2.22,4,0.479270279,0.48,7.42,5.2
2646780.54,715690.37,16-11-2024,9:40:36 AM,2.11,4,0.479270279,0.96,7.42,5.31
2646780.68,715689.9,16-11-2024,9:40:37 AM,2.17,4,0.490407993,1.45,7.42,5.25
2646780.83,715689.46,16-11-2024,9:40:38 AM,2.1,4,0.464865572,1.91,7.42,5.32
2646780.97,715688.96,16-11-2024,9:40:39 AM,2.04,4,0.519230199,2.43,7.42,5.38
2646781.13,715688.4,16-11-2024,9:40:40 AM,1.98,4,0.582408791,3.02,7.42,5.44
2646781.3,715687.76,16-11-2024,9:40:41 AM,1.95,4,0.662193325,3.68,7.42,5.47
2646781.46,715687.05,16-11-2024,9:40:42 AM,1.91,4,0.727804919,4.41,7.42,5.51
2646781.64,715686.28,16-11-2024,9:40:43 AM,1.85,4,0.790759129,5.2,7.42,5.57
2646781.79,715685.42,16-11-2024,9:40:44 AM,1.78,4,0.87298339,6.07,7.42,5.64
2646781.95,715684.47,16-11-2024,9:40:45 AM,1.73,4,0.963379468,7.03,7.42,5.69
2646782.09,715683.46,16-11-2024,9:40:46 AM,1.68,4,1.019656805,8.05,7.42,5.74
2646782.23,715682.4,16-11-2024,9:40:47 AM,1.72,4,1.069205312,9.12,7.42,5.7
2646782.36,715681.26,16-11-2024,9:40:48 AM,1.66,4,1.147388339,10.27,7.42,5.76
2646782.51,715680.06,16-11-2024,9:40:49 AM,1.7,4,1.209338662,11.48,7.42,5.72
2646782.65,715678.79,16-11-2024,9:40:50 AM,1.74,4,1.277693234,12.76,7.42,5.68
2646782.78,715677.45,16-11-2024,9:40:51 AM,1.79,4,1.346291202,14.1,7.42,5.63
2646782.89,715676.07,16-11-2024,9:40:52 AM,1.84,4,1.384377116,15.49,7.42,5.58
