Northing,Easting,Date,Time,Depth,Sec- no,,Distance,WL,RL
2646937.18,715622.99,22-11-2024,0.63963588,8.81,5,-9999,-9999,6.96,-1.85
2646935.81,715622.17,22-11-2024,0.639649653,8.78,5,-9999,-9999,6.96,-1.82
2646934.4,715621.4,22-11-2024,0.639658565,8.75,5,-9999,-9999,6.96,-1.79
2646933.01,715620.66,22-11-2024,0.63967037,8.72,5,-9999,-9999,6.96,-1.76
2646931.63,715619.97,22-11-2024,0.63968206,8.68,5,-9999,-9999,6.96,-1.72
2646930.24,715619.32,22-11-2024,0.63969375,8.64,5,-9999,-9999,6.96,-1.68
2646928.86,715618.67,22-11-2024,0.639707176,8.62,5,-9999,-9999,6.96,-1.66
2646927.47,715618.03,22-11-2024,0.639716667,8.66,5,-9999,-9999,6.96,-1.7
2646926.1,715617.43,22-11-2024,0.639728472,8.74,5,-9999,-9999,6.96,-1.78
2646924.74,715616.85,22-11-2024,0.639740046,8.85,5,-9999,-9999,6.96,-1.89
2646923.36,715616.23,22-11-2024,0.639751852,8.98,5,-9999,-9999,6.96,-2.02
2646921.97,715615.59,22-11-2024,0.639764815,9.11,5,-9999,-9999,6.96,-2.15
2646920.56,715614.97,22-11-2024,0.639774306,9.24,5,-9999,-9999,6.96,-2.28
2646919.14,715614.34,22-11-2024,0.639786806,9.39,5,-9999,-9999,6.96,-2.43
2646917.69,715613.71,22-11-2024,0.639797801,9.54,5,-9999,-9999,6.96,-2.58
2646916.22,715613.06,22-11-2024,0.639809259,9.69,5,-9999,-9999,6.96,-2.73
2646914.69,715612.39,22-11-2024,0.639822685,9.83,5,-9999,-9999,6.96,-2.87
2646913.18,715611.74,22-11-2024,0.639832639,9.95,5,-9999,-9999,6.96,-2.99
2646911.66,715611.1,22-11-2024,0.639843866,10.04,5,-9999,-9999,6.96,-3.08
2646910.15,715610.46,22-11-2024,0.639855556,10.08,5,-9999,-9999,6.96,-3.12
2646908.65,715609.83,22-11-2024,0.639866898,10.11,5,-9999,-9999,6.96,-3.15
2646907.15,715609.21,22-11-2024,0.639880671,10.12,5,-9999,-9999,6.96,-3.16
2646905.65,715608.6,22-11-2024,0.639890162,10.12,5,-9999,-9999,6.96,-3.16
2646904.14,715607.98,22-11-2024,0.639902083,10.09,5,-9999,-9999,6.96,-3.13
2646902.64,715607.36,22-11-2024,0.639913542,10.05,5,-9999,-9999,6.96,-3.09
2646901.11,715606.74,22-11-2024,0.639925116,9.99,5,-9999,-9999,6.96,-3.03
2646899.58,715606.08,22-11-2024,0.639938542,9.91,5,-9999,-9999,6.96,-2.95
2646898.02,715605.43,22-11-2024,0.639948148,9.83,5,-9999,-9999,6.96,-2.87
2646896.48,715604.77,22-11-2024,0.639959722,9.76,5,-9999,-9999,6.96,-2.8
2646894.95,715604.14,22-11-2024,0.639971296,9.68,5,-9999,-9999,6.96,-2.72
2646893.44,715603.5,22-11-2024,0.63998287,9.6,5,-9999,-9999,6.96,-2.64
2646891.97,715602.86,22-11-2024,0.639996528,9.48,5,-9999,-9999,6.96,-2.52
2646890.53,715602.25,22-11-2024,0.640005903,9.39,5,-9999,-9999,6.96,-2.43
2646889.1,715601.62,22-11-2024,0.640017361,9.3,5,-9999,-9999,6.96,-2.34
2646887.67,715601.03,22-11-2024,0.640029398,9.21,5,-9999,-9999,6.96,-2.25
2646886.27,715600.4,22-11-2024,0.640040509,9.13,5,-9999,-9999,6.96,-2.17
2646884.89,715599.81,22-11-2024,0.640054398,9.06,5,-9999,-9999,6.96,-2.1
2646883.54,715599.23,22-11-2024,0.640063889,9,5,-9999,-9999,6.96,-2.04
2646882.19,715598.6,22-11-2024,0.640075347,8.91,5,-9999,-9999,6.96,-1.95
2646880.85,715597.99,22-11-2024,0.640087037,8.81,5,-9999,-9999,6.96,-1.85
2646879.52,715597.42,22-11-2024,0.64009838,8.72,5,-9999,-9999,6.96,-1.76
2646878.2,715596.85,22-11-2024,0.640112384,8.65,5,-9999,-9999,6.96,-1.69
2646876.9,715596.3,22-11-2024,0.640121644,8.59,5,-9999,-9999,6.96,-1.63
2646875.62,715595.78,22-11-2024,0.640133796,8.54,5,-9999,-9999,6.96,-1.58
2646874.37,715595.26,22-11-2024,0.640145139,8.48,5,-9999,-9999,6.96,-1.52
2646873.13,715594.78,22-11-2024,0.640156713,8.43,5,-9999,-9999,6.96,-1.47
2646871.9,715594.3,22-11-2024,0.640170602,8.37,5,-9999,-9999,6.96,-1.41
2646870.69,715593.85,22-11-2024,0.64017963,8.33,5,-9999,-9999,6.96,-1.37
2646869.5,715593.41,22-11-2024,0.640191088,8.29,5,-9999,-9999,6.96,-1.33
2646868.33,715592.99,22-11-2024,0.640203009,8.26,5,-9999,-9999,6.96,-1.3
2646867.18,715592.57,22-11-2024,0.640214352,8.24,5,-9999,-9999,6.96,-1.28
2646866.04,715592.17,22-11-2024,0.640228356,8.23,5,-9999,-9999,6.96,-1.27
2646864.92,715591.78,22-11-2024,0.640237731,8.22,5,-9999,-9999,6.96,-1.26
2646863.8,715591.4,22-11-2024,0.640248843,8.23,5,-9999,-9999,6.96,-1.27
2646862.7,715591.02,22-11-2024,0.640260532,8.25,5,-9999,-9999,6.96,-1.29
2646861.61,715590.66,22-11-2024,0.640272222,8.26,5,-9999,-9999,6.96,-1.3
2646860.53,715590.3,22-11-2024,0.640285995,8.29,5,-9999,-9999,6.96,-1.33
2646859.47,715589.95,22-11-2024,0.640295602,8.31,5,-9999,-9999,6.96,-1.35
2646858.41,715589.6,22-11-2024,0.64030706,8.33,5,-9999,-9999,6.96,-1.37
2646857.37,715589.26,22-11-2024,0.640319097,8.37,5,-9999,-9999,6.96,-1.41
2646856.33,715588.92,22-11-2024,0.640330556,8.41,5,-9999,-9999,6.96,-1.45
2646855.29,715588.58,22-11-2024,0.64034375,8.46,5,-9999,-9999,6.96,-1.5
2646854.27,715588.24,22-11-2024,0.640353241,8.51,5,-9999,-9999,6.96,-1.55
2646853.25,715587.9,22-11-2024,0.640364699,8.56,5,-9999,-9999,6.96,-1.6
2646852.23,715587.57,22-11-2024,0.640376505,8.62,5,-9999,-9999,6.96,-1.66
2646851.22,715587.24,22-11-2024,0.640387847,8.67,5,-9999,-9999,6.96,-1.71
2646850.22,715586.91,22-11-2024,0.640401389,8.72,5,-9999,-9999,6.96,-1.76
2646849.23,715586.58,22-11-2024,0.640411111,8.78,5,-9999,-9999,6.96,-1.82
2646848.25,715586.25,22-11-2024,0.640422917,8.84,5,-9999,-9999,6.96,-1.88
2646847.27,715585.93,22-11-2024,0.640434259,8.87,5,-9999,-9999,6.96,-1.91
2646846.3,715585.61,22-11-2024,0.640446065,8.9,5,-9999,-9999,6.96,-1.94
2646845.34,715585.29,22-11-2024,0.640459606,8.92,5,-9999,-9999,6.96,-1.96
2646844.38,715584.98,22-11-2024,0.640469213,8.94,5,-9999,-9999,6.96,-1.98
2646843.43,715584.67,22-11-2024,0.640480787,8.94,5,-9999,-9999,6.96,-1.98
2646842.5,715584.36,22-11-2024,0.64049213,8.94,5,-9999,-9999,6.96,-1.98
2646841.57,715584.06,22-11-2024,0.640503472,8.93,5,-9999,-9999,6.96,-1.97
2646840.65,715583.76,22-11-2024,0.640517245,8.92,5,-9999,-9999,6.96,-1.96
2646839.74,715583.48,22-11-2024,0.640526736,8.89,5,-9999,-9999,6.96,-1.93
2646838.84,715583.2,22-11-2024,0.640538426,8.86,5,-9999,-9999,6.96,-1.9
2646837.96,715582.94,22-11-2024,0.640550116,8.79,5,-9999,-9999,6.96,-1.83
2646837.08,715582.69,22-11-2024,0.640561806,8.68,5,-9999,-9999,6.96,-1.72
2646836.22,715582.47,22-11-2024,0.640575231,8.48,5,-9999,-9999,6.96,-1.52
2646835.39,715582.26,22-11-2024,0.640585069,8.26,5,-9999,-9999,6.96,-1.3
2646834.59,715582.08,22-11-2024,0.640596991,8.04,5,-9999,-9999,6.96,-1.08
2646833.82,715581.92,22-11-2024,0.640607639,7.81,5,-9999,-9999,6.96,-0.85
2646833.07,715581.78,22-11-2024,0.640619329,7.52,5,-9999,-9999,6.96,-0.56
2646832.35,715581.66,22-11-2024,0.640632755,7.21,5,-9999,-9999,6.96,-0.25
2646831.65,715581.57,22-11-2024,0.640642593,6.83,5,-9999,-9999,6.96,0.13
2646830.98,715581.5,22-11-2024,0.640654167,6.46,5,-9999,-9999,6.96,0.5
2646830.33,715581.46,22-11-2024,0.640665741,6.11,5,-9999,-9999,6.96,0.85
2646829.72,715581.47,22-11-2024,0.640677199,5.89,5,-9999,-9999,6.96,1.07
2646829.14,715581.55,22-11-2024,0.640691319,5.69,5,-9999,-9999,6.96,1.27
2646828.63,715581.71,22-11-2024,0.640700347,5.57,5,-9999,-9999,6.96,1.39
2646828.16,715581.92,22-11-2024,0.640711921,5.45,5,-9999,-9999,6.96,1.51
2646827.73,715582.19,22-11-2024,0.640723495,5.29,5,-9999,-9999,6.96,1.67
2646958.07,715628.07,22-11-2024,0.641719676,8.05,6,-9999,-9999,6.96,-1.09
2646957.4,715627.42,22-11-2024,0.641733565,8.15,6,-9999,-9999,6.96,-1.19
2646956.77,715626.63,22-11-2024,0.641742477,8.22,6,-9999,-9999,6.96,-1.26
2646955.94,715625.82,22-11-2024,0.641753935,8.3,6,-9999,-9999,6.96,-1.34
2646955.11,715624.91,22-11-2024,0.641765278,8.39,6,-9999,-9999,6.96,-1.43
2646954.15,715623.98,22-11-2024,0.641776852,8.55,6,-9999,-9999,6.96,-1.59
2646953.05,715622.96,22-11-2024,0.641790625,8.69,6,-9999,-9999,6.96,-1.73
2646951.96,715621.93,22-11-2024,0.641800347,8.88,6,-9999,-9999,6.96,-1.92
2646950.72,715620.95,22-11-2024,0.641811921,9.11,6,-9999,-9999,6.96,-2.15
2646949.39,715619.9,22-11-2024,0.641823611,9.34,6,-9999,-9999,6.96,-2.38
2646948.07,715618.81,22-11-2024,0.641835417,9.56,6,-9999,-9999,6.96,-2.6
2646946.62,715617.81,22-11-2024,0.641848495,9.73,6,-9999,-9999,6.96,-2.77
2646945.11,715616.77,22-11-2024,0.641858102,9.86,6,-9999,-9999,6.96,-2.9
2646943.49,715615.8,22-11-2024,0.641869676,9.96,6,-9999,-9999,6.96,-3
2646941.84,715614.82,22-11-2024,0.641881019,10.04,6,-9999,-9999,6.96,-3.08
2646940.12,715613.85,22-11-2024,0.641892593,10.08,6,-9999,-9999,6.96,-3.12
2646938.37,715612.89,22-11-2024,0.641906366,10.02,6,-9999,-9999,6.96,-3.06
2646936.61,715611.93,22-11-2024,0.641915972,9.94,6,-9999,-9999,6.96,-2.98
2646934.82,715610.97,22-11-2024,0.641927546,9.88,6,-9999,-9999,6.96,-2.92
2646932.98,715609.96,22-11-2024,0.641938657,9.78,6,-9999,-9999,6.96,-2.82
2646931.09,715609,22-11-2024,0.641950694,9.69,6,-9999,-9999,6.96,-2.73
2646929.21,715608.03,22-11-2024,0.641963773,9.65,6,-9999,-9999,6.96,-2.69
2646927.34,715607.11,22-11-2024,0.641973843,9.67,6,-9999,-9999,6.96,-2.71
2646925.51,715606.22,22-11-2024,0.641985185,9.74,6,-9999,-9999,6.96,-2.78
2646923.7,715605.37,22-11-2024,0.641997801,9.82,6,-9999,-9999,6.96,-2.86
2646921.92,715604.53,22-11-2024,0.642008102,9.87,6,-9999,-9999,6.96,-2.91
2646920.15,715603.71,22-11-2024,0.642021875,9.93,6,-9999,-9999,6.96,-2.97
2646918.41,715602.89,22-11-2024,0.642031713,10,6,-9999,-9999,6.96,-3.04
2646916.66,715602.06,22-11-2024,0.642043403,10.07,6,-9999,-9999,6.96,-3.11
2646914.91,715601.29,22-11-2024,0.64205463,10.14,6,-9999,-9999,6.96,-3.18
2646913.15,715600.5,22-11-2024,0.642066435,10.18,6,-9999,-9999,6.96,-3.22
2646911.39,715599.79,22-11-2024,0.642080093,10.2,6,-9999,-9999,6.96,-3.24
2646909.67,715599.1,22-11-2024,0.642089468,10.18,6,-9999,-9999,6.96,-3.22
2646907.94,715598.43,22-11-2024,0.64210081,10.1,6,-9999,-9999,6.96,-3.14
2646906.26,715597.79,22-11-2024,0.642112731,10,6,-9999,-9999,6.96,-3.04
2646904.59,715597.13,22-11-2024,0.642124074,9.89,6,-9999,-9999,6.96,-2.93
2646902.92,715596.45,22-11-2024,0.642138194,9.8,6,-9999,-9999,6.96,-2.84
2646901.27,715595.8,22-11-2024,0.642146991,9.72,6,-9999,-9999,6.96,-2.76
2646899.64,715595.17,22-11-2024,0.642159375,9.63,6,-9999,-9999,6.96,-2.67
2646896.43,715593.79,22-11-2024,0.642182292,9.54,6,-9999,-9999,6.96,-2.58
2646898.03,715594.49,22-11-2024,0.642170833,9.43,6,-9999,-9999,6.96,-2.47
2646894.87,715593.1,22-11-2024,0.642195602,9.34,6,-9999,-9999,6.96,-2.38
2646893.33,715592.38,22-11-2024,0.642204861,9.25,6,-9999,-9999,6.96,-2.29
2646891.82,715591.65,22-11-2024,0.642216435,9.16,6,-9999,-9999,6.96,-2.2
2646890.35,715590.92,22-11-2024,0.642228356,9.09,6,-9999,-9999,6.96,-2.13
2646888.92,715590.16,22-11-2024,0.642240162,9.03,6,-9999,-9999,6.96,-2.07
2646887.5,715589.41,22-11-2024,0.642253356,8.96,6,-9999,-9999,6.96,-2
2646886.11,715588.62,22-11-2024,0.642262847,8.9,6,-9999,-9999,6.96,-1.94
2646884.76,715587.86,22-11-2024,0.642274653,8.84,6,-9999,-9999,6.96,-1.88
2646883.41,715587.08,22-11-2024,0.642286227,8.78,6,-9999,-9999,6.96,-1.82
2646882.07,715586.33,22-11-2024,0.642297917,8.73,6,-9999,-9999,6.96,-1.77
2646880.74,715585.59,22-11-2024,0.642311343,8.7,6,-9999,-9999,6.96,-1.74
2646879.42,715584.88,22-11-2024,0.642321065,8.67,6,-9999,-9999,6.96,-1.71
2646878.11,715584.19,22-11-2024,0.642332639,8.65,6,-9999,-9999,6.96,-1.69
2646876.8,715583.54,22-11-2024,0.642344213,8.63,6,-9999,-9999,6.96,-1.67
2646875.49,715582.92,22-11-2024,0.642355787,8.63,6,-9999,-9999,6.96,-1.67
2646874.17,715582.34,22-11-2024,0.642369213,8.64,6,-9999,-9999,6.96,-1.68
2646872.85,715581.79,22-11-2024,0.642378935,8.66,6,-9999,-9999,6.96,-1.7
2646871.52,715581.27,22-11-2024,0.642390394,8.68,6,-9999,-9999,6.96,-1.72
2646870.23,715580.79,22-11-2024,0.642401736,8.71,6,-9999,-9999,6.96,-1.75
2646868.96,715580.31,22-11-2024,0.642413657,8.75,6,-9999,-9999,6.96,-1.79
2646867.72,715579.84,22-11-2024,0.642427083,8.8,6,-9999,-9999,6.96,-1.84
2646866.51,715579.38,22-11-2024,0.642436574,8.86,6,-9999,-9999,6.96,-1.9
2646865.3,715578.94,22-11-2024,0.64244838,8.92,6,-9999,-9999,6.96,-1.96
2646864.11,715578.5,22-11-2024,0.642459606,8.99,6,-9999,-9999,6.96,-2.03
2646862.93,715578.06,22-11-2024,0.642471181,9.06,6,-9999,-9999,6.96,-2.1
2646861.77,715577.65,22-11-2024,0.642485069,9.13,6,-9999,-9999,6.96,-2.17
2646860.63,715577.25,22-11-2024,0.642494676,9.19,6,-9999,-9999,6.96,-2.23
2646859.48,715576.85,22-11-2024,0.642506019,9.25,6,-9999,-9999,6.96,-2.29
2646858.33,715576.5,22-11-2024,0.642517824,9.31,6,-9999,-9999,6.96,-2.35
2646857.17,715576.15,22-11-2024,0.642529514,9.36,6,-9999,-9999,6.96,-2.4
2646856.03,715575.82,22-11-2024,0.64254294,9.4,6,-9999,-9999,6.96,-2.44
2646854.9,715575.5,22-11-2024,0.642552431,9.42,6,-9999,-9999,6.96,-2.46
2646853.78,715575.21,22-11-2024,0.642563889,9.43,6,-9999,-9999,6.96,-2.47
2646852.67,715574.92,22-11-2024,0.642575694,9.43,6,-9999,-9999,6.96,-2.47
2646851.58,715574.65,22-11-2024,0.6425875,9.41,6,-9999,-9999,6.96,-2.45
2646850.53,715574.38,22-11-2024,0.64260081,9.39,6,-9999,-9999,6.96,-2.43
2646849.49,715574.12,22-11-2024,0.642610648,9.36,6,-9999,-9999,6.96,-2.4
2646848.47,715573.87,22-11-2024,0.642621528,9.33,6,-9999,-9999,6.96,-2.37
2646847.47,715573.61,22-11-2024,0.642633333,9.29,6,-9999,-9999,6.96,-2.33
2646846.48,715573.37,22-11-2024,0.642644907,9.24,6,-9999,-9999,6.96,-2.28
2646845.49,715573.14,22-11-2024,0.642658796,9.18,6,-9999,-9999,6.96,-2.22
2646844.51,715572.93,22-11-2024,0.64266794,9.12,6,-9999,-9999,6.96,-2.16
2646843.55,715572.75,22-11-2024,0.642679745,9,6,-9999,-9999,6.96,-2.04
2646842.61,715572.6,22-11-2024,0.642691435,8.89,6,-9999,-9999,6.96,-1.93
2646841.7,715572.49,22-11-2024,0.642703009,8.62,6,-9999,-9999,6.96,-1.66
2646840.83,715572.41,22-11-2024,0.642716551,8.35,6,-9999,-9999,6.96,-1.39
2646840.01,715572.34,22-11-2024,0.64272581,8.08,6,-9999,-9999,6.96,-1.12
2646839.24,715572.3,22-11-2024,0.642737731,7.76,6,-9999,-9999,6.96,-0.8
2646838.49,715572.27,22-11-2024,0.642749421,7.35,6,-9999,-9999,6.96,-0.39
2646837.77,715572.28,22-11-2024,0.642760995,6.94,6,-9999,-9999,6.96,0.02
2646837.08,715572.31,22-11-2024,0.642774306,6.54,6,-9999,-9999,6.96,0.42
2646836.41,715572.36,22-11-2024,0.642783681,6.16,6,-9999,-9999,6.96,0.8
2646835.76,715572.44,22-11-2024,0.642795602,5.91,6,-9999,-9999,6.96,1.05
2646835.15,715572.54,22-11-2024,0.642807176,5.66,6,-9999,-9999,6.96,1.3
2646834.57,715572.68,22-11-2024,0.642818981,5.37,6,-9999,-9999,6.96,1.59
2646834.03,715572.82,22-11-2024,0.642832407,5.23,6,-9999,-9999,6.96,1.73
2646833.54,715573.01,22-11-2024,0.642842014,5.05,6,-9999,-9999,6.96,1.91
2646960.91,715611.72,22-11-2024,0.644047569,10.48,7,-9999,-9999,6.96,-3.52
2646960.57,715611.02,22-11-2024,0.644056944,10.48,7,-9999,-9999,6.96,-3.52
2646960.16,715610.38,22-11-2024,0.644068519,10.47,7,-9999,-9999,6.96,-3.51
2646959.71,715609.78,22-11-2024,0.644080093,10.47,7,-9999,-9999,6.96,-3.51
2646959.22,715609.25,22-11-2024,0.644091551,10.48,7,-9999,-9999,6.96,-3.52
2646958.7,715608.77,22-11-2024,0.644104861,10.49,7,-9999,-9999,6.96,-3.53
2646958.14,715608.32,22-11-2024,0.644114931,10.5,7,-9999,-9999,6.96,-3.54
2646957.56,715607.91,22-11-2024,0.64412662,10.52,7,-9999,-9999,6.96,-3.56
2646956.95,715607.53,22-11-2024,0.644137963,10.55,7,-9999,-9999,6.96,-3.59
2646956.34,715607.16,22-11-2024,0.644149884,10.58,7,-9999,-9999,6.96,-3.62
2646955.67,715606.79,22-11-2024,0.644162731,10.63,7,-9999,-9999,6.96,-3.67
2646954.97,715606.4,22-11-2024,0.644172801,10.67,7,-9999,-9999,6.96,-3.71
2646954.2,715606.01,22-11-2024,0.644184491,10.71,7,-9999,-9999,6.96,-3.75
2646953.43,715605.63,22-11-2024,0.644195949,10.76,7,-9999,-9999,6.96,-3.8
2646952.59,715605.25,22-11-2024,0.644207176,10.78,7,-9999,-9999,6.96,-3.82
2646951.69,715604.86,22-11-2024,0.644221181,10.78,7,-9999,-9999,6.96,-3.82
2646950.74,715604.49,22-11-2024,0.644231019,10.77,7,-9999,-9999,6.96,-3.81
2646949.76,715604.13,22-11-2024,0.644242361,10.74,7,-9999,-9999,6.96,-3.78
2646948.74,715603.73,22-11-2024,0.644254167,10.71,7,-9999,-9999,6.96,-3.75
2646947.7,715603.36,22-11-2024,0.644265856,10.65,7,-9999,-9999,6.96,-3.69
2646946.64,715602.97,22-11-2024,0.644278935,10.59,7,-9999,-9999,6.96,-3.63
2646945.52,715602.56,22-11-2024,0.644289583,10.51,7,-9999,-9999,6.96,-3.55
2646944.33,715602.1,22-11-2024,0.644300231,10.45,7,-9999,-9999,6.96,-3.49
2646943.07,715601.62,22-11-2024,0.644312037,10.38,7,-9999,-9999,6.96,-3.42
2646941.75,715601.1,22-11-2024,0.644323611,10.32,7,-9999,-9999,6.96,-3.36
2646940.36,715600.56,22-11-2024,0.644336806,10.3,7,-9999,-9999,6.96,-3.34
2646938.92,715600.01,22-11-2024,0.644346644,10.28,7,-9999,-9999,6.96,-3.32
2646937.41,715599.45,22-11-2024,0.64435787,10.29,7,-9999,-9999,6.96,-3.33
2646935.84,715598.87,22-11-2024,0.644369329,10.31,7,-9999,-9999,6.96,-3.35
2646934.24,715598.28,22-11-2024,0.644380903,10.32,7,-9999,-9999,6.96,-3.36
2646932.63,715597.71,22-11-2024,0.644394907,10.34,7,-9999,-9999,6.96,-3.38
2646931.01,715597.1,22-11-2024,0.644404167,10.35,7,-9999,-9999,6.96,-3.39
2646929.35,715596.47,22-11-2024,0.644415972,10.34,7,-9999,-9999,6.96,-3.38
2646927.67,715595.82,22-11-2024,0.644427199,10.33,7,-9999,-9999,6.96,-3.37
2646925.97,715595.14,22-11-2024,0.644439005,10.32,7,-9999,-9999,6.96,-3.36
2646924.23,715594.43,22-11-2024,0.644452431,10.31,7,-9999,-9999,6.96,-3.35
2646922.48,715593.71,22-11-2024,0.644461921,10.3,7,-9999,-9999,6.96,-3.34
2646920.71,715592.96,22-11-2024,0.644473495,10.31,7,-9999,-9999,6.96,-3.35
2646918.92,715592.22,22-11-2024,0.644485532,10.32,7,-9999,-9999,6.96,-3.36
2646917.12,715591.46,22-11-2024,0.644497106,10.29,7,-9999,-9999,6.96,-3.33
2646915.31,715590.7,22-11-2024,0.644510532,10.27,7,-9999,-9999,6.96,-3.31
2646913.49,715589.95,22-11-2024,0.64452037,10.27,7,-9999,-9999,6.96,-3.31
2646911.67,715589.21,22-11-2024,0.644531366,10.28,7,-9999,-9999,6.96,-3.32
2646909.86,715588.46,22-11-2024,0.64454294,10.29,7,-9999,-9999,6.96,-3.33
2646908.06,715587.69,22-11-2024,0.644554861,10.3,7,-9999,-9999,6.96,-3.34
2646906.25,715586.89,22-11-2024,0.644568171,10.24,7,-9999,-9999,6.96,-3.28
2646904.43,715586.13,22-11-2024,0.644578009,10.16,7,-9999,-9999,6.96,-3.2
2646902.62,715585.35,22-11-2024,0.644589468,10.06,7,-9999,-9999,6.96,-3.1
2646900.83,715584.57,22-11-2024,0.644601157,9.93,7,-9999,-9999,6.96,-2.97
2646899.05,715583.8,22-11-2024,0.6446125,9.8,7,-9999,-9999,6.96,-2.84
2646897.31,715583.02,22-11-2024,0.644626157,9.69,7,-9999,-9999,6.96,-2.73
2646895.57,715582.27,22-11-2024,0.64463588,9.57,7,-9999,-9999,6.96,-2.61
2646893.87,715581.52,22-11-2024,0.644647569,9.44,7,-9999,-9999,6.96,-2.48
2646892.18,715580.77,22-11-2024,0.644659259,9.31,7,-9999,-9999,6.96,-2.35
2646890.5,715580.01,22-11-2024,0.644670949,9.17,7,-9999,-9999,6.96,-2.21
2646888.88,715579.28,22-11-2024,0.644684491,9.06,7,-9999,-9999,6.96,-2.1
2646887.28,715578.57,22-11-2024,0.644693519,9.01,7,-9999,-9999,6.96,-2.05
2646885.7,715577.87,22-11-2024,0.644704977,8.99,7,-9999,-9999,6.96,-2.03
2646884.12,715577.18,22-11-2024,0.644716898,9,7,-9999,-9999,6.96,-2.04
2646882.56,715576.54,22-11-2024,0.644728125,9,7,-9999,-9999,6.96,-2.04
2646881.03,715575.92,22-11-2024,0.644741898,9,7,-9999,-9999,6.96,-2.04
2646879.53,715575.32,22-11-2024,0.644751736,9.02,7,-9999,-9999,6.96,-2.06
2646878.07,715574.75,22-11-2024,0.64476331,9.05,7,-9999,-9999,6.96,-2.09
2646876.65,715574.18,22-11-2024,0.644774537,9.08,7,-9999,-9999,6.96,-2.12
2646875.25,715573.63,22-11-2024,0.644786343,9.12,7,-9999,-9999,6.96,-2.16
2646873.89,715573.09,22-11-2024,0.6448,9.18,7,-9999,-9999,6.96,-2.22
2646872.55,715572.55,22-11-2024,0.644809144,9.23,7,-9999,-9999,6.96,-2.27
2646871.23,715572.02,22-11-2024,0.644820833,9.28,7,-9999,-9999,6.96,-2.32
2646869.95,715571.5,22-11-2024,0.644832407,9.32,7,-9999,-9999,6.96,-2.36
2646868.68,715570.98,22-11-2024,0.644844213,9.35,7,-9999,-9999,6.96,-2.39
2646867.45,715570.47,22-11-2024,0.64485787,9.4,7,-9999,-9999,6.96,-2.44
2646866.23,715569.97,22-11-2024,0.644867245,9.46,7,-9999,-9999,6.96,-2.5
2646865.04,715569.46,22-11-2024,0.644878935,9.51,7,-9999,-9999,6.96,-2.55
2646863.87,715568.97,22-11-2024,0.644890509,9.57,7,-9999,-9999,6.96,-2.61
2646862.72,715568.48,22-11-2024,0.644902199,9.63,7,-9999,-9999,6.96,-2.67
2646861.59,715568,22-11-2024,0.644915394,9.71,7,-9999,-9999,6.96,-2.75
2646860.47,715567.54,22-11-2024,0.644924884,9.79,7,-9999,-9999,6.96,-2.83
2646859.37,715567.09,22-11-2024,0.644936921,9.87,7,-9999,-9999,6.96,-2.91
2646858.3,715566.67,22-11-2024,0.644948148,9.9,7,-9999,-9999,6.96,-2.94
2646857.26,715566.25,22-11-2024,0.644959606,9.91,7,-9999,-9999,6.96,-2.95
2646856.24,715565.85,22-11-2024,0.644973495,9.84,7,-9999,-9999,6.96,-2.88
2646855.24,715565.46,22-11-2024,0.64498287,9.75,7,-9999,-9999,6.96,-2.79
2646854.27,715565.09,22-11-2024,0.644994676,9.6,7,-9999,-9999,6.96,-2.64
2646853.32,715564.73,22-11-2024,0.645006366,9.39,7,-9999,-9999,6.96,-2.43
2646852.39,715564.39,22-11-2024,0.645017824,9.14,7,-9999,-9999,6.96,-2.18
2646851.47,715564.08,22-11-2024,0.645031366,8.8,7,-9999,-9999,6.96,-1.84
2646850.58,715563.8,22-11-2024,0.645040741,8.38,7,-9999,-9999,6.96,-1.42
2646849.72,715563.55,22-11-2024,0.645052546,8.02,7,-9999,-9999,6.96,-1.06
2646848.9,715563.33,22-11-2024,0.645064468,7.41,7,-9999,-9999,6.96,-0.45
2646848.11,715563.15,22-11-2024,0.645076157,6.83,7,-9999,-9999,6.96,0.13
2646847.34,715562.99,22-11-2024,0.64508912,6.28,7,-9999,-9999,6.96,0.68
2646846.61,715562.88,22-11-2024,0.645099306,5.82,7,-9999,-9999,6.96,1.14
2646845.9,715562.8,22-11-2024,0.645110532,5.38,7,-9999,-9999,6.96,1.58
2646845.21,715562.75,22-11-2024,0.645121759,4.97,7,-9999,-9999,6.96,1.99
2646844.56,715562.72,22-11-2024,0.645133681,4.57,7,-9999,-9999,6.96,2.39
2646843.93,715562.72,22-11-2024,0.645147338,4.31,7,-9999,-9999,6.96,2.65
2646843.33,715562.75,22-11-2024,0.645156829,4.09,7,-9999,-9999,6.96,2.87
2646842.75,715562.8,22-11-2024,0.645168287,3.9,7,-9999,-9999,6.96,3.06
2646842.2,715562.89,22-11-2024,0.645179398,3.56,7,-9999,-9999,6.96,3.4
2646841.68,715563.01,22-11-2024,0.645191435,3.57,7,-9999,-9999,6.96,3.39
2646963.53,715601.76,22-11-2024,0.646304282,11.88,8,-9999,-9999,6.96,-4.92
2646962.94,715601.33,22-11-2024,0.646313773,11.91,8,-9999,-9999,6.96,-4.95
2646962.23,715600.78,22-11-2024,0.646326389,11.92,8,-9999,-9999,6.96,-4.96
2646961.45,715600.17,22-11-2024,0.646338079,11.94,8,-9999,-9999,6.96,-4.98
2646960.59,715599.62,22-11-2024,0.646349653,11.96,8,-9999,-9999,6.96,-5
