N,E,D,T,DBS,UK,Chainage,WL,RL
2651953.03,711815.94,14-11-2024,0.0278009259259259,12.56,-62.22,32,7.103,-5.457
2651955.08,711816.23,14-11-2024,0.0278101851851852,12.53,-62.24,32,7.103,-5.427
2651957.17,711816.53,14-11-2024,0.0278217592592593,12.51,-62.26,32,7.103,-5.407
2651959.22,711816.79,14-11-2024,0.0278333333333333,12.64,-62.36,32,7.103,-5.537
2651961.28,711817.05,14-11-2024,0.0278449074074074,12.62,-62.37,32,7.103,-5.517
2651963.33,711817.28,14-11-2024,0.0278587962962963,12.61,-62.3,32,7.103,-5.507
2651965.38,711817.5,14-11-2024,0.027869212962963,12.58,-62.29,32,7.103,-5.477
2651967.39,711817.68,14-11-2024,0.0278819444444444,12.55,-62.19,32,7.103,-5.447
2651969.42,711817.87,14-11-2024,0.0278912037037037,12.52,-62.15,32,7.103,-5.417
2651973.42,711818.23,14-11-2024,0.0279166666666667,12.45,-62.08,32,7.103,-5.347
2651971.43,711818.06,14-11-2024,0.0279039351851852,12.45,-62.08,32,7.103,-5.347
2651975.41,711818.4,14-11-2024,0.0279259259259259,12.56,-62.19,32,7.103,-5.457
2651977.36,711818.54,14-11-2024,0.0279375,12.59,-62.12,32,7.103,-5.487
2651979.29,711818.65,14-11-2024,0.0279502314814815,12.67,-62.13,32,7.103,-5.567
2651981.25,711818.79,14-11-2024,0.0279618055555556,12.58,-62.02,32,7.103,-5.477
2651983.19,711818.9,14-11-2024,0.027974537037037,12.46,-61.92,32,7.103,-5.357
2651985.13,711819.04,14-11-2024,0.0279837962962963,12.42,-61.85,32,7.103,-5.317
2651987.06,711819.16,14-11-2024,0.0279953703703704,12.49,-61.89,32,7.103,-5.387
2651990.95,711819.51,14-11-2024,0.0280185185185185,12.64,-62.06,32,7.103,-5.537
2651988.98,711819.3,14-11-2024,0.0280081018518519,12.64,-62.06,32,7.103,-5.537
2651992.91,711819.66,14-11-2024,0.0280324074074074,12.52,-61.96,32,7.103,-5.417
2651994.89,711819.85,14-11-2024,0.0280428240740741,12.55,-62.05,32,7.103,-5.447
2651996.86,711820.03,14-11-2024,0.0280543981481481,12.59,-62.16,32,7.103,-5.487
2651998.83,711820.25,14-11-2024,0.0280648148148148,12.67,-62.25,32,7.103,-5.567
2652000.81,711820.48,14-11-2024,0.0280775462962963,12.59,-62.17,32,7.103,-5.487
2652002.78,711820.72,14-11-2024,0.0280902777777778,12.61,-62.16,32,7.103,-5.507
2652004.77,711821.01,14-11-2024,0.0281006944444444,12.79,-62.29,32,7.103,-5.687
2652008.71,711821.57,14-11-2024,0.0281226851851852,12.58,-61.97,32,7.103,-5.477
2652006.74,711821.28,14-11-2024,0.0281122685185185,12.58,-61.97,32,7.103,-5.477
2652010.67,711821.89,14-11-2024,0.0281365740740741,12.49,-61.87,32,7.103,-5.387
2652012.64,711822.25,14-11-2024,0.0281481481481481,12.36,-61.71,32,7.103,-5.257
2652014.61,711822.63,14-11-2024,0.0281585648148148,12.31,-61.59,32,7.103,-5.207
2652016.62,711823.08,14-11-2024,0.0281701388888889,12.59,-61.9,32,7.103,-5.487
2652018.64,711823.5,14-11-2024,0.028181712962963,12.49,-61.75,32,7.103,-5.387
2652020.67,711823.97,14-11-2024,0.028193287037037,12.45,-61.7,32,7.103,-5.347
2652022.71,711824.45,14-11-2024,0.0282060185185185,12.36,-61.59,32,7.103,-5.257
2652026.87,711825.5,14-11-2024,0.0282280092592593,12.51,-61.67,32,7.103,-5.407
2652024.78,711824.94,14-11-2024,0.0282164351851852,12.51,-61.67,32,7.103,-5.407
2652028.96,711826.05,14-11-2024,0.0282384259259259,12.48,-61.6,32,7.103,-5.377
2652031.06,711826.63,14-11-2024,0.02825,11.97,-61.12,32,7.103,-4.867
2652033.15,711827.17,14-11-2024,0.0282638888888889,11.28,-60.38,32,7.103,-4.177
2652035.28,711827.77,14-11-2024,0.0282731481481482,10.95,-60.07,32,7.103,-3.847
2652037.39,711828.32,14-11-2024,0.0282847222222222,10.94,-60.01,32,7.103,-3.837
2652039.51,711828.89,14-11-2024,0.0282962962962963,10.88,-59.91,32,7.103,-3.777
2652043.75,711830.05,14-11-2024,0.0283217592592593,11.08,-60.11,32,7.103,-3.977
2652041.63,711829.47,14-11-2024,0.0283101851851852,11.08,-60.11,32,7.103,-3.977
2652045.87,711830.61,14-11-2024,0.0283321759259259,12.46,-61.61,32,7.103,-5.357
2652047.97,711831.13,14-11-2024,0.02834375,12.37,-61.53,32,7.103,-5.267
2652050.09,711831.67,14-11-2024,0.0283541666666667,12.27,-61.47,32,7.103,-5.167
2652052.18,711832.16,14-11-2024,0.0283668981481481,12.24,-61.48,32,7.103,-5.137
2652054.26,711832.65,14-11-2024,0.0283796296296296,12.19,-61.5,32,7.103,-5.087
2652056.31,711833.07,14-11-2024,0.0283888888888889,12.05,-61.34,32,7.103,-4.947
2652058.35,711833.53,14-11-2024,0.0284016203703704,11.53,-60.78,32,7.103,-4.427
2652060.4,711834,14-11-2024,0.028412037037037,11.5,-60.79,32,7.103,-4.397
2652062.44,711834.43,14-11-2024,0.0284247685185185,11.6,-60.9,32,7.103,-4.497
2652064.47,711834.86,14-11-2024,0.0284375,11.26,-60.62,32,7.103,-4.157
2652066.5,711835.34,14-11-2024,0.0284479166666667,11.17,-60.52,32,7.103,-4.067
2652068.54,711835.84,14-11-2024,0.0284594907407407,11.08,-60.41,32,7.103,-3.977
2652070.57,711836.31,14-11-2024,0.0284710648148148,11.47,-60.84,32,7.103,-4.367
2652072.6,711836.75,14-11-2024,0.0284826388888889,11.38,-60.87,32,7.103,-4.277
2652076.7,711837.62,14-11-2024,0.028505787037037,11.37,-60.89,32,7.103,-4.267
2652074.65,711837.2,14-11-2024,0.0284953703703704,11.37,-60.89,32,7.103,-4.267
2652078.74,711838.04,14-11-2024,0.0285173611111111,12.16,-61.66,32,7.103,-5.057
2652080.78,711838.44,14-11-2024,0.0285289351851852,12.37,-61.86,32,7.103,-5.267
2652082.83,711838.82,14-11-2024,0.0285405092592593,12.16,-61.64,32,7.103,-5.057
2652084.87,711839.16,14-11-2024,0.0285532407407407,11.28,-60.8,32,7.103,-4.177
2652086.86,711839.45,14-11-2024,0.0285636574074074,11.2,-60.71,32,7.103,-4.097
2652088.86,711839.77,14-11-2024,0.0285752314814815,11.14,-60.65,32,7.103,-4.037
2652092.79,711840.3,14-11-2024,0.0286018518518519,10.85,-60.26,32,7.103,-3.747
2652090.84,711840.09,14-11-2024,0.0285868055555556,10.85,-60.26,32,7.103,-3.747
2652094.74,711840.52,14-11-2024,0.0286111111111111,10.82,-60.26,32,7.103,-3.717
2652096.66,711840.74,14-11-2024,0.0286215277777778,10.77,-60.21,32,7.103,-3.667
2652098.56,711840.91,14-11-2024,0.0286331018518519,10.77,-60.21,32,7.103,-3.667
2652100.45,711841.09,14-11-2024,0.0286458333333333,10.83,-60.23,32,7.103,-3.727
2652102.33,711841.28,14-11-2024,0.0286550925925926,10.83,-60.18,32,7.103,-3.727
2652104.22,711841.47,14-11-2024,0.0286689814814815,10.83,-60.16,32,7.103,-3.727
2652106.12,711841.68,14-11-2024,0.0286793981481481,10.98,-60.27,32,7.103,-3.877
2652108.02,711841.92,14-11-2024,0.0286909722222222,10.89,-60.18,32,7.103,-3.787
2652109.93,711842.16,14-11-2024,0.0287013888888889,10.92,-60.22,32,7.103,-3.817
2652111.83,711842.42,14-11-2024,0.0287141203703704,10.88,-60.16,32,7.103,-3.777
2652113.77,711842.7,14-11-2024,0.0287268518518519,10.95,-60.25,32,7.103,-3.847
2652115.67,711842.94,14-11-2024,0.0287361111111111,11.08,-60.32,32,7.103,-3.977
2652117.59,711843.2,14-11-2024,0.0287488425925926,11.16,-60.41,32,7.103,-4.057
2652119.52,711843.45,14-11-2024,0.0287604166666667,11.04,-60.31,32,7.103,-3.937
2652121.43,711843.66,14-11-2024,0.0287719907407407,11.13,-60.47,32,7.103,-4.027
2652123.32,711843.87,14-11-2024,0.0287847222222222,11.23,-60.5,32,7.103,-4.127
2652125.24,711844.08,14-11-2024,0.0287951388888889,11.28,-60.54,32,7.103,-4.177
2652127.11,711844.25,14-11-2024,0.028806712962963,11.29,-60.56,32,7.103,-4.187
2652128.96,711844.39,14-11-2024,0.028818287037037,11.28,-60.52,32,7.103,-4.177
2652130.84,711844.57,14-11-2024,0.0288298611111111,11.31,-60.54,32,7.103,-4.207
2652132.73,711844.77,14-11-2024,0.0288425925925926,11.2,-60.44,32,7.103,-4.097
2652134.62,711844.96,14-11-2024,0.0288530092592593,11.23,-60.51,32,7.103,-4.127
2652136.51,711845.13,14-11-2024,0.0288634259259259,11.25,-60.51,32,7.103,-4.147
2652138.43,711845.34,14-11-2024,0.0288761574074074,11.22,-60.49,32,7.103,-4.117
2652140.35,711845.55,14-11-2024,0.0288865740740741,11.28,-60.5,32,7.103,-4.177
2652142.28,711845.75,14-11-2024,0.028900462962963,11.35,-60.58,32,7.103,-4.247
2652144.23,711845.96,14-11-2024,0.0289097222222222,11.34,-60.55,32,7.103,-4.237
2652146.19,711846.16,14-11-2024,0.0289224537037037,11.19,-60.41,32,7.103,-4.087
2652148.15,711846.36,14-11-2024,0.0289340277777778,11.2,-60.44,32,7.103,-4.097
2652150.13,711846.59,14-11-2024,0.0289456018518519,11.05,-60.25,32,7.103,-3.947
2652152.11,711846.83,14-11-2024,0.0289583333333333,11.03,-60.25,32,7.103,-3.927
2652154.09,711847.05,14-11-2024,0.02896875,11.2,-60.42,32,7.103,-4.097
2652156.09,711847.26,14-11-2024,0.0289803240740741,11.16,-60.41,32,7.103,-4.057
2652158.09,711847.54,14-11-2024,0.0289918981481481,10.91,-60.13,32,7.103,-3.807
2652160.07,711847.8,14-11-2024,0.0290046296296296,11.08,-60.26,32,7.103,-3.977
2652163.86,711848.24,14-11-2024,0.029025462962963,10.89,-60.12,32,7.103,-3.787
2652179.36,711828.23,14-11-2024,0.0293391203703704,11.63,-61.05,33,7.103,-4.527
2652178.08,711827.35,14-11-2024,0.0293506944444444,10.74,-60.15,33,7.103,-3.637
2652176.65,711826.57,14-11-2024,0.0293634259259259,10.73,-60.12,33,7.103,-3.627
2652175.1,711825.83,14-11-2024,0.0293738425925926,10.82,-60.23,33,7.103,-3.717
2652173.45,711825.17,14-11-2024,0.0293854166666667,10.77,-60.15,33,7.103,-3.667
2652171.68,711824.55,14-11-2024,0.0293969907407407,10.74,-60.17,33,7.103,-3.637
2652169.78,711824.04,14-11-2024,0.0294085648148148,10.85,-60.28,33,7.103,-3.747
2652167.8,711823.55,14-11-2024,0.0294212962962963,11.05,-60.54,33,7.103,-3.947
2652165.74,711823.17,14-11-2024,0.029431712962963,10.97,-60.5,33,7.103,-3.867
2652163.59,711822.9,14-11-2024,0.0294421296296296,10.92,-60.47,33,7.103,-3.817
2652161.38,711822.67,14-11-2024,0.0294548611111111,10.92,-60.52,33,7.103,-3.817
2652159.1,711822.55,14-11-2024,0.0294664351851852,11.11,-60.7,33,7.103,-4.007
2652156.77,711822.46,14-11-2024,0.0294791666666667,11.1,-60.7,33,7.103,-3.997
2652154.38,711822.42,14-11-2024,0.0294884259259259,11.22,-60.83,33,7.103,-4.117
2652151.96,711822.42,14-11-2024,0.0295011574074074,11.25,-60.89,33,7.103,-4.147
2652149.5,711822.43,14-11-2024,0.0295127314814815,11.16,-60.81,33,7.103,-4.057
2652147,711822.45,14-11-2024,0.0295243055555556,11.17,-60.83,33,7.103,-4.067
2652144.49,711822.49,14-11-2024,0.029537037037037,11.08,-60.73,33,7.103,-3.977
2652142,711822.5,14-11-2024,0.0295462962962963,11.45,-61.12,33,7.103,-4.347
2652139.49,711822.53,14-11-2024,0.0295578703703704,11.5,-61.13,33,7.103,-4.397
2652136.99,711822.51,14-11-2024,0.0295706018518519,11.29,-60.94,33,7.103,-4.187
2652134.52,711822.46,14-11-2024,0.0295821759259259,11.29,-60.94,33,7.103,-4.187
2652132.04,711822.39,14-11-2024,0.0295949074074074,11.4,-61.06,33,7.103,-4.297
2652129.58,711822.31,14-11-2024,0.0296053240740741,11.53,-61.21,33,7.103,-4.427
2652127.13,711822.15,14-11-2024,0.0296168981481481,11.31,-61.05,33,7.103,-4.207
2652124.67,711821.97,14-11-2024,0.0296284722222222,11.19,-60.94,33,7.103,-4.087
2652122.21,711821.75,14-11-2024,0.0296388888888889,11.17,-60.94,33,7.103,-4.067
2652119.75,711821.5,14-11-2024,0.0296527777777778,11.19,-61,33,7.103,-4.087
2652117.29,711821.25,14-11-2024,0.0296631944444444,11.2,-60.99,33,7.103,-4.097
2652114.83,711820.99,14-11-2024,0.0296747685185185,11.22,-61.01,33,7.103,-4.117
2652112.39,711820.71,14-11-2024,0.0296863425925926,11.4,-61.19,33,7.103,-4.297
2652109.95,711820.42,14-11-2024,0.0296967592592593,11.34,-61.15,33,7.103,-4.237
2652107.51,711820.13,14-11-2024,0.0297106481481481,11.1,-60.9,33,7.103,-3.997
2652102.61,711819.56,14-11-2024,0.0297337962962963,11.11,-60.92,33,7.103,-4.007
2652097.61,711819.12,14-11-2024,0.029755787037037,11.25,-61.05,33,7.103,-4.147
2652100.13,711819.31,14-11-2024,0.029755787037037,11.25,-61.05,33,7.103,-4.147
2652095.11,711818.94,14-11-2024,0.0297685185185185,11.25,-61.03,33,7.103,-4.147
2652092.6,711818.82,14-11-2024,0.0297789351851852,11.07,-60.84,33,7.103,-3.967
2652090.08,711818.71,14-11-2024,0.0297905092592593,11.19,-60.97,33,7.103,-4.087
2652085,711818.57,14-11-2024,0.0298136574074074,11.11,-60.92,33,7.103,-4.007
2652082.49,711818.48,14-11-2024,0.0298263888888889,11.07,-60.9,33,7.103,-3.967
2652079.99,711818.44,14-11-2024,0.0298356481481481,11.23,-61.04,33,7.103,-4.127
2652077.55,711818.35,14-11-2024,0.0298472222222222,11.29,-61.13,33,7.103,-4.187
2652075.13,711818.24,14-11-2024,0.0298599537037037,11.04,-60.88,33,7.103,-3.937
2652072.75,711818.07,14-11-2024,0.0298715277777778,11.08,-60.95,33,7.103,-3.977
2652070.38,711817.85,14-11-2024,0.0298842592592593,11.08,-60.96,33,7.103,-3.977
2652068.01,711817.59,14-11-2024,0.0298935185185185,11.13,-61.01,33,7.103,-4.027
2652065.65,711817.27,14-11-2024,0.02990625,11.19,-61.04,33,7.103,-4.087
2652063.25,711816.94,14-11-2024,0.0299178240740741,11.07,-60.87,33,7.103,-3.967
2652060.89,711816.55,14-11-2024,0.0299293981481481,11.34,-61.1,33,7.103,-4.237
2652058.54,711816.16,14-11-2024,0.0299421296296296,11.19,-60.84,33,7.103,-4.087
2652053.92,711815.32,14-11-2024,0.0299641203703704,11.81,-61.36,33,7.103,-4.707
2652056.21,711815.77,14-11-2024,0.0299525462962963,11.81,-61.36,33,7.103,-4.707
2652051.63,711814.88,14-11-2024,0.0299756944444444,11.82,-61.28,33,7.103,-4.717
2652049.38,711814.42,14-11-2024,0.0299872685185185,11.84,-61.28,33,7.103,-4.737
2652047.1,711813.97,14-11-2024,0.03,10.92,-60.37,33,7.103,-3.817
2652044.81,711813.53,14-11-2024,0.0300104166666667,10.83,-60.28,33,7.103,-3.727
2652042.5,711813.08,14-11-2024,0.0300208333333333,10.79,-60.23,33,7.103,-3.687
2652040.18,711812.66,14-11-2024,0.0300335648148148,10.73,-60.19,33,7.103,-3.627
2652035.54,711811.82,14-11-2024,0.0300578703703704,10.95,-60.42,33,7.103,-3.847
2652037.86,711812.24,14-11-2024,0.0300451388888889,10.91,-60.38,33,7.103,-3.807
2652033.24,711811.38,14-11-2024,0.030068287037037,12.03,-61.52,33,7.103,-4.927
2652030.92,711810.96,14-11-2024,0.0300787037037037,12.45,-61.9,33,7.103,-5.347
2652028.62,711810.49,14-11-2024,0.0300902777777778,12.52,-61.98,33,7.103,-5.417
2652026.31,711810.02,14-11-2024,0.0301030092592593,12.52,-61.92,33,7.103,-5.417
2652023.98,711809.54,14-11-2024,0.0301157407407407,12.46,-61.87,33,7.103,-5.357
2652019.33,711808.53,14-11-2024,0.0301365740740741,12.56,-61.83,33,7.103,-5.457
2652021.67,711809.03,14-11-2024,0.0301261574074074,12.56,-61.83,33,7.103,-5.457
2652017.02,711808,14-11-2024,0.0301493055555556,12.4,-61.67,33,7.103,-5.297
2652014.69,711807.48,14-11-2024,0.030162037037037,12.48,-61.75,33,7.103,-5.377
2652012.33,711806.97,14-11-2024,0.0301736111111111,12.56,-61.83,33,7.103,-5.457
2652009.97,711806.46,14-11-2024,0.0301840277777778,12.85,-62.1,33,7.103,-5.747
2652007.64,711805.93,14-11-2024,0.0301956018518519,12.67,-61.94,33,7.103,-5.567
2652005.27,711805.43,14-11-2024,0.0302071759259259,12.56,-61.81,33,7.103,-5.457
2652000.55,711804.42,14-11-2024,0.0302314814814815,12.67,-61.93,33,7.103,-5.567
2651998.2,711803.91,14-11-2024,0.0302418981481481,12.62,-61.9,33,7.103,-5.517
2651995.83,711803.44,14-11-2024,0.0302523148148148,12.49,-61.77,33,7.103,-5.387
2651993.45,711802.99,14-11-2024,0.0302638888888889,12.51,-61.78,33,7.103,-5.407
2651991.07,711802.57,14-11-2024,0.0302766203703704,12.64,-61.91,33,7.103,-5.537
2651988.68,711802.17,14-11-2024,0.0302893518518519,12.65,-61.92,33,7.103,-5.547
2651986.26,711801.8,14-11-2024,0.0302997685185185,12.64,-61.93,33,7.103,-5.537
2651983.84,711801.46,14-11-2024,0.0303101851851852,12.64,-61.93,33,7.103,-5.537
2651981.43,711801.12,14-11-2024,0.0303217592592593,12.56,-61.88,33,7.103,-5.457
2651979,711800.84,14-11-2024,0.0303344907407407,12.39,-61.67,33,7.103,-5.287
2651976.59,711800.53,14-11-2024,0.0303472222222222,12.33,-61.65,33,7.103,-5.227
2651974.15,711800.25,14-11-2024,0.0303564814814815,12.67,-61.96,33,7.103,-5.567
2651971.72,711799.95,14-11-2024,0.0303680555555556,12.4,-61.71,33,7.103,-5.297
2651969.28,711799.65,14-11-2024,0.0303796296296296,12.36,-61.67,33,7.103,-5.257
2651966.82,711799.36,14-11-2024,0.0303923611111111,12.33,-61.63,33,7.103,-5.227
2651964.38,711799.05,14-11-2024,0.0304050925925926,12.28,-61.59,33,7.103,-5.177
2651961.92,711798.76,14-11-2024,0.0304155092592593,12.24,-61.55,33,7.103,-5.137
2651959.46,711798.47,14-11-2024,0.0304270833333333,12.27,-61.58,33,7.103,-5.167
2651957,711798.19,14-11-2024,0.0304375,12.4,-61.71,33,7.103,-5.297
2651952.06,711797.68,14-11-2024,0.030462962962963,12.25,-61.57,33,7.103,-5.147
2651954.53,711797.93,14-11-2024,0.0304490740740741,12.25,-61.57,33,7.103,-5.147
2651949.6,711797.45,14-11-2024,0.0304733796296296,12.28,-61.59,33,7.103,-5.177
2651947.16,711797.21,14-11-2024,0.0304837962962963,12.33,-61.64,33,7.103,-5.227
2651944.75,711796.99,14-11-2024,0.0304953703703704,12.36,-61.67,33,7.103,-5.257
2651942.39,711796.8,14-11-2024,0.0305081018518519,12.28,-61.59,33,7.103,-5.177
2651940.08,711796.61,14-11-2024,0.0305208333333333,12.33,-61.64,33,7.103,-5.227
2651937.8,711796.41,14-11-2024,0.03053125,12.19,-61.49,33,7.103,-5.087
2651935.56,711796.2,14-11-2024,0.0305428240740741,12.21,-61.52,33,7.103,-5.107
2651933.32,711796,14-11-2024,0.0305543981481481,12.24,-61.55,33,7.103,-5.137
2651931.1,711795.8,14-11-2024,0.0305659722222222,12.25,-61.55,33,7.103,-5.147
2651928.91,711795.58,14-11-2024,0.0305787037037037,12.12,-61.43,33,7.103,-5.017
2651926.71,711795.37,14-11-2024,0.030587962962963,12.06,-61.37,33,7.103,-4.957
2651924.53,711795.17,14-11-2024,0.0306006944444444,12.19,-61.49,33,7.103,-5.087
2651922.37,711794.97,14-11-2024,0.0306122685185185,12.36,-61.66,33,7.103,-5.257
2651920.2,711794.77,14-11-2024,0.0306238425925926,12.34,-61.64,33,7.103,-5.237
2651915.92,711794.38,14-11-2024,0.0306469907407407,12.37,-61.67,33,7.103,-5.267
2651913.8,711794.19,14-11-2024,0.0306574074074074,12.34,-61.63,33,7.103,-5.237
2651911.7,711794.02,14-11-2024,0.0306701388888889,12.37,-61.67,33,7.103,-5.267
2651909.62,711793.85,14-11-2024,0.0306805555555556,12.42,-61.7,33,7.103,-5.317
2651907.58,711793.64,14-11-2024,0.0306944444444444,12.48,-61.71,33,7.103,-5.377
2651905.52,711793.45,14-11-2024,0.0307048611111111,12.39,-61.58,33,7.103,-5.287
2651901.44,711793.07,14-11-2024,0.0307280092592593,12.65,-61.7,33,7.103,-5.547
2651903.47,711793.26,14-11-2024,0.0307164351851852,12.65,-61.7,33,7.103,-5.547
2651899.4,711792.88,14-11-2024,0.0307395833333333,12.71,-61.72,33,7.103,-5.607
2651897.38,711792.68,14-11-2024,0.0307523148148148,12.73,-61.74,33,7.103,-5.627
2651895.37,711792.48,14-11-2024,0.0307627314814815,12.68,-61.66,33,7.103,-5.577
2651893.37,711792.27,14-11-2024,0.0307743055555556,12.67,-61.65,33,7.103,-5.567
2651891.41,711792.06,14-11-2024,0.0307858796296296,12.46,-61.45,33,7.103,-5.357
2651889.48,711791.84,14-11-2024,0.0307997685185185,12.4,-61.38,33,7.103,-5.297
2651887.57,711791.57,14-11-2024,0.0308101851851852,12.48,-61.46,33,7.103,-5.377
2651885.64,711791.23,14-11-2024,0.0308194444444444,12.55,-61.47,33,7.103,-5.447
2651883.71,711790.8,14-11-2024,0.0308321759259259,12.52,-61.37,33,7.103,-5.417
2651881.77,711790.34,14-11-2024,0.03084375,12.53,-61.34,33,7.103,-5.427
2651879.89,711789.81,14-11-2024,0.0308541666666667,12.59,-61.39,33,7.103,-5.487
2651878.01,711789.3,14-11-2024,0.0308680555555556,12.61,-61.38,33,7.103,-5.507
2651876.14,711788.72,14-11-2024,0.0308784722222222,12.71,-61.49,33,7.103,-5.607
2651874.24,711788.18,14-11-2024,0.0308900462962963,12.71,-61.44,33,7.103,-5.607
2651872.38,711787.63,14-11-2024,0.0309016203703704,12.62,-61.29,33,7.103,-5.517
2651870.52,711787.09,14-11-2024,0.030912037037037,12.61,-61.25,33,7.103,-5.507
2651868.7,711786.57,14-11-2024,0.0309259259259259,12.51,-61.18,33,7.103,-5.407
2651866.88,711786.1,14-11-2024,0.0309351851851852,12.52,-61.18,33,7.103,-5.417
2651865.08,711785.62,14-11-2024,0.0309467592592593,12.49,-61.16,33,7.103,-5.387
2651863.27,711785.19,14-11-2024,0.0309594907407407,12.4,-61.06,33,7.103,-5.297
2651861.48,711784.78,14-11-2024,0.0309710648148148,12.28,-60.95,33,7.103,-5.177
2651859.66,711784.39,14-11-2024,0.0309837962962963,12.09,-60.74,33,7.103,-4.987
2651857.82,711784,14-11-2024,0.030994212962963,11.91,-60.57,33,7.103,-4.807
2651855.94,711783.61,14-11-2024,0.031005787037037,11.63,-60.29,33,7.103,-4.527
2651854.03,711783.25,14-11-2024,0.0310173611111111,11.47,-60.13,33,7.103,-4.367
2651852.09,711782.92,14-11-2024,0.0310289351851852,11.28,-59.93,33,7.103,-4.177
2651850.13,711782.62,14-11-2024,0.0310405092592593,11.29,-59.95,33,7.103,-4.187
2651848.15,711782.34,14-11-2024,0.0310520833333333,11.22,-59.88,33,7.103,-4.117
2651846.15,711782.09,14-11-2024,0.0310636574074074,11.19,-59.86,33,7.103,-4.087
2651844.12,711781.88,14-11-2024,0.0310752314814815,11.22,-59.87,33,7.103,-4.117
2651842.09,711781.66,14-11-2024,0.0310856481481482,11.14,-59.82,33,7.103,-4.037
2651840.02,711781.48,14-11-2024,0.031099537037037,11.11,-59.77,33,7.103,-4.007
2651837.96,711781.28,14-11-2024,0.0311099537037037,11.05,-59.71,33,7.103,-3.947
2651835.87,711781.1,14-11-2024,0.0311203703703704,10.88,-59.55,33,7.103,-3.777
2651833.76,711780.93,14-11-2024,0.0311319444444444,10.86,-59.51,33,7.103,-3.757
2651831.66,711780.75,14-11-2024,0.0311446759259259,10.6,-59.27,33,7.103,-3.497
2651829.53,711780.6,14-11-2024,0.0311574074074074,10.43,-59.08,33,7.103,-3.327
2651827.42,711780.42,14-11-2024,0.0311678240740741,10.23,-58.88,33,7.103,-3.127
2651825.32,711780.25,14-11-2024,0.0311782407407407,10.02,-58.68,33,7.103,-2.917
2651823.21,711780.1,14-11-2024,0.0311909722222222,9.71,-58.35,33,7.103,-2.607
2651821.14,711779.93,14-11-2024,0.0312025462962963,9.5,-58.16,33,7.103,-2.397
2651817.03,711779.66,14-11-2024,0.0312256944444444,9.09,-57.75,33,7.103,-1.987
2651819.07,711779.8,14-11-2024,0.0312152777777778,9.09,-57.75,33,7.103,-1.987
2651815.01,711779.55,14-11-2024,0.0312372685185185,8.95,-57.6,33,7.103,-1.847
2651813.04,711779.43,14-11-2024,0.0312488425925926,8.83,-57.49,33,7.103,-1.727
2651811.09,711779.34,14-11-2024,0.0312604166666667,8.73,-57.38,33,7.103,-1.627
2651809.19,711779.26,14-11-2024,0.0312731481481481,8.69,-57.35,33,7.103,-1.587
2651807.36,711779.2,14-11-2024,0.0312835648148148,8.63,-57.29,33,7.103,-1.527
2651805.56,711779.16,14-11-2024,0.0312951388888889,8.63,-57.28,33,7.103,-1.527
2651803.8,711779.1,14-11-2024,0.031306712962963,8.66,-57.33,33,7.103,-1.557
2651802.06,711779.05,14-11-2024,0.031318287037037,8.7,-57.35,33,7.103,-1.597
2651798.67,711778.92,14-11-2024,0.0313402777777778,8.75,-57.4,33,7.103,-1.647
2651797.02,711778.85,14-11-2024,0.0313530092592593,8.81,-57.46,33,7.103,-1.707
2651795.4,711778.79,14-11-2024,0.0313645833333333,8.88,-57.53,33,7.103,-1.777
2651793.81,711778.71,14-11-2024,0.0313761574074074,8.95,-57.6,33,7.103,-1.847
2651792.25,711778.64,14-11-2024,0.0313888888888889,9.04,-57.69,33,7.103,-1.937
2651790.72,711778.56,14-11-2024,0.0313993055555556,9.07,-57.72,33,7.103,-1.967
2651789.22,711778.49,14-11-2024,0.0314108796296296,9.19,-57.85,33,7.103,-2.087
2651787.74,711778.45,14-11-2024,0.0314224537037037,9.28,-57.92,33,7.103,-2.177
2651786.3,711778.4,14-11-2024,0.0314340277777778,9.34,-57.99,33,7.103,-2.237
2651783.5,711778.4,14-11-2024,0.0314571759259259,9.46,-58.11,33,7.103,-2.357
2651784.89,711778.4,14-11-2024,0.0314467592592593,9.46,-58.11,33,7.103,-2.357
2651782.15,711778.42,14-11-2024,0.03146875,9.55,-58.19,33,7.103,-2.447
2651780.82,711778.46,14-11-2024,0.0314803240740741,9.68,-58.33,33,7.103,-2.577
2651779.53,711778.51,14-11-2024,0.0314918981481482,9.84,-58.49,33,7.103,-2.737
2651778.28,711778.56,14-11-2024,0.0315046296296296,9.96,-58.62,33,7.103,-2.857
2651777.05,711778.63,14-11-2024,0.0315138888888889,10.14,-58.78,33,7.103,-3.037
2651775.86,711778.68,14-11-2024,0.031525462962963,10.29,-58.94,33,7.103,-3.187
2651774.71,711778.72,14-11-2024,0.0315381944444444,10.45,-59.07,33,7.103,-3.347
2651773.58,711778.74,14-11-2024,0.0315486111111111,10.57,-59.19,33,7.103,-3.467
2651772.49,711778.72,14-11-2024,0.0315625,10.68,-59.29,33,7.103,-3.577
2651771.42,711778.67,14-11-2024,0.0315729166666667,10.82,-59.43,33,7.103,-3.717
2651770.34,711778.59,14-11-2024,0.0315833333333333,10.94,-59.46,33,7.103,-3.837
2651769.26,711778.49,14-11-2024,0.0315960648148148,11.05,-59.56,33,7.103,-3.947
2651767.19,711778.3,14-11-2024,0.0316203703703704,11.31,-59.81,33,7.103,-4.207
2651768.2,711778.4,14-11-2024,0.0316076388888889,11.31,-59.81,33,7.103,-4.207
