N,E,D,T,DBS,UK,Chainage,WL,RL
2651613.99,712636.02,13-11-2024,0.612056019,3.28,-45.63,1549,7.148,3.868
2651614.7,712636.11,13-11-2024,0.612067824,3.28,-45.64,1549,7.148,3.868
2651615.41,712636.21,13-11-2024,0.612078819,3.26,-45.62,1549,7.148,3.888
2651616.13,712636.33,13-11-2024,0.612090741,3.3,-45.62,1549,7.148,3.848
2651616.91,712636.46,13-11-2024,0.612103241,3.33,-45.68,1549,7.148,3.818
2651617.72,712636.58,13-11-2024,0.612113889,3.36,-45.7,1549,7.148,3.788
2651618.57,712636.72,13-11-2024,0.612125694,3.43,-45.8,1549,7.148,3.718
2651619.48,712636.86,13-11-2024,0.612137037,3.48,-45.83,1549,7.148,3.668
2651620.43,712637,13-11-2024,0.612148264,3.57,-45.9,1549,7.148,3.578
2651621.44,712637.16,13-11-2024,0.612161574,3.6,-45.93,1549,7.148,3.548
2651622.5,712637.35,13-11-2024,0.612171644,3.71,-46.01,1549,7.148,3.438
2651623.62,712637.52,13-11-2024,0.612183565,3.8,-46.1,1549,7.148,3.348
2651624.8,712637.71,13-11-2024,0.612194676,3.88,-46.26,1549,7.148,3.268
2651626.04,712637.89,13-11-2024,0.612206597,4.01,-46.37,1549,7.148,3.138
2651627.36,712638.09,13-11-2024,0.612219213,4.08,-46.48,1549,7.148,3.068
2651628.75,712638.28,13-11-2024,0.612229977,4.22,-46.58,1549,7.148,2.928
2651630.22,712638.5,13-11-2024,0.612241782,4.35,-46.7,1549,7.148,2.798
2651631.72,712638.71,13-11-2024,0.612253125,4.41,-46.79,1549,7.148,2.738
2651633.29,712638.93,13-11-2024,0.612264815,4.53,-46.9,1549,7.148,2.618
2651634.94,712639.13,13-11-2024,0.612276968,4.74,-47.12,1549,7.148,2.408
2651636.65,712639.35,13-11-2024,0.612287269,4.78,-47.18,1549,7.148,2.368
2651638.43,712639.56,13-11-2024,0.612298611,4.68,-47.06,1549,7.148,2.468
2651640.26,712639.8,13-11-2024,0.612310185,4.97,-47.35,1549,7.148,2.178
2651642.13,712640.06,13-11-2024,0.612322454,4.97,-47.37,1549,7.148,2.178
2651644.02,712640.34,13-11-2024,0.612335417,4.93,-47.32,1549,7.148,2.218
2651645.94,712640.64,13-11-2024,0.612345139,5.08,-47.48,1549,7.148,2.068
2651647.92,712640.99,13-11-2024,0.612356597,5.13,-47.56,1549,7.148,2.018
2651649.92,712641.39,13-11-2024,0.612368056,5.24,-47.66,1549,7.148,1.908
2651651.96,712641.82,13-11-2024,0.612379861,5.33,-47.74,1549,7.148,1.818
2651654.03,712642.3,13-11-2024,0.612392708,5.43,-47.85,1549,7.148,1.718
2651656.13,712642.79,13-11-2024,0.612403356,5.55,-47.94,1549,7.148,1.598
2651658.26,712643.3,13-11-2024,0.612414468,5.68,-48.05,1549,7.148,1.468
2651660.4,712643.83,13-11-2024,0.612425926,5.76,-48.15,1549,7.148,1.388
2651662.56,712644.36,13-11-2024,0.6124375,6.14,-48.48,1549,7.148,1.008
2651664.73,712644.92,13-11-2024,0.612450926,6.26,-48.61,1549,7.148,0.888
2651666.9,712645.47,13-11-2024,0.612460764,6.41,-48.75,1549,7.148,0.738
2651669.09,712646.03,13-11-2024,0.612472338,6.59,-48.91,1549,7.148,0.558
2651671.28,712646.58,13-11-2024,0.612484144,6.76,-49.09,1549,7.148,0.388
2651673.48,712647.14,13-11-2024,0.612495718,6.97,-49.27,1549,7.148,0.178
2651675.69,712647.69,13-11-2024,0.612508449,7.09,-49.37,1549,7.148,0.058
2651677.92,712648.22,13-11-2024,0.612518519,7.13,-49.45,1549,7.148,0.018
2651680.14,712648.73,13-11-2024,0.612530324,7.28,-49.56,1549,7.148,-0.132
2651682.36,712649.25,13-11-2024,0.612541782,7.43,-49.72,1549,7.148,-0.282
2651684.59,712649.75,13-11-2024,0.612553704,7.61,-49.92,1549,7.148,-0.462
2651686.8,712650.27,13-11-2024,0.612566319,7.68,-50.02,1549,7.148,-0.532
2651689.01,712650.78,13-11-2024,0.61257662,7.84,-50.17,1549,7.148,-0.692
2651691.24,712651.29,13-11-2024,0.61258831,8.02,-50.39,1549,7.148,-0.872
2651693.48,712651.79,13-11-2024,0.612599769,8.29,-50.68,1549,7.148,-1.142
2651695.72,712652.3,13-11-2024,0.612611111,8.57,-50.93,1549,7.148,-1.422
2651697.98,712652.81,13-11-2024,0.61262419,8.86,-51.27,1549,7.148,-1.712
2651700.22,712653.31,13-11-2024,0.612634606,9.15,-51.55,1549,7.148,-2.002
2651702.45,712653.8,13-11-2024,0.612646644,9.4,-51.8,1549,7.148,-2.252
2651704.67,712654.29,13-11-2024,0.612657523,9.75,-52.17,1549,7.148,-2.602
2651706.91,712654.76,13-11-2024,0.612668981,10.14,-52.56,1549,7.148,-2.992
2651709.13,712655.21,13-11-2024,0.612681944,10.3,-52.7,1549,7.148,-3.152
2651711.36,712655.66,13-11-2024,0.612692477,10.51,-52.92,1549,7.148,-3.362
2651713.58,712656.12,13-11-2024,0.612704167,10.68,-53.09,1549,7.148,-3.532
2651715.73,712656.57,13-11-2024,0.612715278,10.86,-53.22,1549,7.148,-3.712
2651717.82,712657.01,13-11-2024,0.612727083,11.03,-53.39,1549,7.148,-3.882
2651719.87,712657.43,13-11-2024,0.612740046,11.22,-53.57,1549,7.148,-4.072
2651721.88,712657.86,13-11-2024,0.612750463,11.31,-53.65,1549,7.148,-4.162
2651723.88,712658.27,13-11-2024,0.612762037,11.48,-53.8,1549,7.148,-4.332
2651725.89,712658.64,13-11-2024,0.612773727,11.59,-53.87,1549,7.148,-4.442
2651727.92,712659.01,13-11-2024,0.612784954,11.66,-54,1549,7.148,-4.512
2651729.98,712659.36,13-11-2024,0.612797685,11.68,-53.99,1549,7.148,-4.532
2651732.07,712659.68,13-11-2024,0.612808565,11.72,-54.02,1549,7.148,-4.572
2651734.2,712659.98,13-11-2024,0.612819444,11.72,-54.07,1549,7.148,-4.572
2651736.33,712660.27,13-11-2024,0.61283125,11.77,-54.13,1549,7.148,-4.622
2651738.46,712660.53,13-11-2024,0.612843171,11.87,-54.23,1549,7.148,-4.722
2651740.65,712660.76,13-11-2024,0.612855671,11.93,-54.34,1549,7.148,-4.782
2651742.83,712661.01,13-11-2024,0.612865741,11.97,-54.38,1549,7.148,-4.822
2651745.01,712661.25,13-11-2024,0.612877778,12.05,-54.45,1549,7.148,-4.902
2651747.22,712661.49,13-11-2024,0.612889236,12,-54.4,1549,7.148,-4.852
2651749.45,712661.76,13-11-2024,0.612900694,11.97,-54.37,1549,7.148,-4.822
2651751.69,712662.01,13-11-2024,0.612913426,11.94,-54.31,1549,7.148,-4.792
2651753.95,712662.28,13-11-2024,0.612924074,11.85,-54.27,1549,7.148,-4.702
2651756.24,712662.57,13-11-2024,0.612935417,11.82,-54.23,1549,7.148,-4.672
2651758.54,712662.85,13-11-2024,0.612946991,11.79,-54.17,1549,7.148,-4.642
2651760.85,712663.15,13-11-2024,0.612959028,11.78,-54.21,1549,7.148,-4.632
2651763.13,712663.48,13-11-2024,0.612971296,11.97,-54.42,1549,7.148,-4.822
2651765.43,712663.84,13-11-2024,0.612981481,12.12,-54.52,1549,7.148,-4.972
2651767.75,712664.22,13-11-2024,0.612993519,12.22,-54.65,1549,7.148,-5.072
2651770.06,712664.66,13-11-2024,0.613004977,12.08,-54.55,1549,7.148,-4.932
2651774.72,712665.54,13-11-2024,0.613029398,11.41,-53.88,1549,7.148,-4.262
2651772.38,712665.11,13-11-2024,0.613017014,11.41,-53.88,1549,7.148,-4.262
2651777.06,712666,13-11-2024,0.613039931,11.35,-53.87,1549,7.148,-4.202
2651779.39,712666.51,13-11-2024,0.613051736,11.44,-53.92,1549,7.148,-4.292
2651781.73,712667,13-11-2024,0.613062963,12.21,-54.67,1549,7.148,-5.062
2651784.09,712667.48,13-11-2024,0.613074306,12.65,-55.13,1549,7.148,-5.502
2651786.42,712667.94,13-11-2024,0.613087269,12.59,-55.05,1549,7.148,-5.442
2651788.76,712668.39,13-11-2024,0.613097801,12.46,-54.94,1549,7.148,-5.312
2651791.11,712668.81,13-11-2024,0.613109375,11.35,-53.81,1549,7.148,-4.202
2651793.47,712669.22,13-11-2024,0.613120602,11.94,-54.41,1549,7.148,-4.792
2651795.81,712669.57,13-11-2024,0.613132176,12.46,-54.94,1549,7.148,-5.312
2651798.14,712669.91,13-11-2024,0.613145602,12.64,-55.15,1549,7.148,-5.492
2651800.44,712670.19,13-11-2024,0.61315544,12.85,-55.35,1549,7.148,-5.702
2651802.75,712670.47,13-11-2024,0.61316713,12.9,-55.38,1549,7.148,-5.752
2651805.05,712670.69,13-11-2024,0.613178935,13.08,-55.54,1549,7.148,-5.932
2651807.33,712670.89,13-11-2024,0.613189815,13.64,-56.1,1549,7.148,-6.492
2651809.59,712671.07,13-11-2024,0.613203241,14.22,-56.67,1549,7.148,-7.072
2651811.84,712671.24,13-11-2024,0.613213194,14.56,-57.02,1549,7.148,-7.412
2651814.09,712671.38,13-11-2024,0.613224537,14.61,-57.06,1549,7.148,-7.462
2651818.6,712671.64,13-11-2024,0.613247801,17.7,-60.18,1549,7.148,-10.552
2651816.34,712671.52,13-11-2024,0.613236343,17.7,-60.18,1549,7.148,-10.552
2651820.86,712671.78,13-11-2024,0.613261111,17.88,-60.35,1549,7.148,-10.732
2651861.65,712677,13-11-2024,0.61346794,1.05,-43.48,1549,7.148,6.098
2651863.93,712677.49,13-11-2024,0.613479167,0.96,-43.36,1549,7.148,6.188
2651891.27,712683.63,13-11-2024,0.613618519,1.46,-44,1549,7.148,5.688
2651893.53,712684.01,13-11-2024,0.613630093,1.23,-43.75,1549,7.148,5.918
2651895.79,712684.4,13-11-2024,0.613641551,1.32,-43.83,1549,7.148,5.828
2651898.03,712684.77,13-11-2024,0.613652894,0.89,-43.44,1549,7.148,6.258
2651900.27,712685.12,13-11-2024,0.613665741,1.57,-44.08,1549,7.148,5.578
2651925.11,712688.41,13-11-2024,0.61379213,1.05,-43.51,1549,7.148,6.098
2651965.46,712672.94,13-11-2024,0.614370949,2.41,-45.04,1704,7.148,4.738
2651963.87,712672.49,13-11-2024,0.614382292,1.17,-43.85,1704,7.148,5.978
2651951.96,712669.45,13-11-2024,0.614451736,0.95,-43.73,1704,7.148,6.198
2651949.64,712668.96,13-11-2024,0.614462963,0.96,-43.77,1704,7.148,6.188
2651944.79,712668.08,13-11-2024,0.614486458,1.21,-44.06,1704,7.148,5.938
2651918.55,712665.24,13-11-2024,0.614602083,1.01,-44.06,1704,7.148,6.138
2651889.05,712660.19,13-11-2024,0.614729977,1.14,-44.23,1704,7.148,6.008
2651886.33,712659.7,13-11-2024,0.614741204,10.68,-53.77,1704,7.148,-3.532
2651878.02,712658.55,13-11-2024,0.614775926,3.08,-46.14,1704,7.148,4.068
2651872.45,712658,13-11-2024,0.614799884,4.94,-48.02,1704,7.148,2.208
2651841.66,712655.39,13-11-2024,0.614926389,0.99,-44.2,1704,7.148,6.158
2651822.36,712652.7,13-11-2024,0.615007292,17.57,-60.79,1704,7.148,-10.422
2651819.65,712652.2,13-11-2024,0.615019097,13.47,-56.68,1704,7.148,-6.322
2651816.96,712651.61,13-11-2024,0.615030208,13.41,-56.64,1704,7.148,-6.262
2651814.27,712651.01,13-11-2024,0.615042593,13.35,-56.54,1704,7.148,-6.202
2651811.59,712650.36,13-11-2024,0.615054861,13.07,-56.28,1704,7.148,-5.922
2651808.89,712649.69,13-11-2024,0.615065856,12.83,-56.02,1704,7.148,-5.682
2651806.21,712649.03,13-11-2024,0.615076968,12.77,-55.94,1704,7.148,-5.622
2651803.53,712648.36,13-11-2024,0.615088542,11.22,-54.42,1704,7.148,-4.072
2651800.81,712647.74,13-11-2024,0.615100579,11.31,-54.45,1704,7.148,-4.162
2651798.09,712647.1,13-11-2024,0.615113426,11.28,-54.4,1704,7.148,-4.132
2651795.36,712646.54,13-11-2024,0.615123148,11.26,-54.31,1704,7.148,-4.112
2651792.64,712646,13-11-2024,0.615134375,11.29,-54.4,1704,7.148,-4.142
2651789.91,712645.53,13-11-2024,0.615146644,11.56,-54.61,1704,7.148,-4.412
2651787.16,712645.07,13-11-2024,0.615158449,11.65,-54.71,1704,7.148,-4.502
2651784.4,712644.64,13-11-2024,0.615171181,11.72,-54.78,1704,7.148,-4.572
2651781.64,712644.23,13-11-2024,0.615181019,11.66,-54.74,1704,7.148,-4.512
2651778.87,712643.87,13-11-2024,0.615192477,11.54,-54.63,1704,7.148,-4.392
2651776.1,712643.5,13-11-2024,0.615203819,11.54,-54.65,1704,7.148,-4.392
2651773.31,712643.19,13-11-2024,0.615215625,11.6,-54.7,1704,7.148,-4.452
2651770.53,712642.86,13-11-2024,0.615228241,11.84,-54.97,1704,7.148,-4.692
2651767.73,712642.58,13-11-2024,0.615239236,11.66,-54.75,1704,7.148,-4.512
2651764.95,712642.31,13-11-2024,0.615250231,11.59,-54.71,1704,7.148,-4.442
2651762.19,712642.01,13-11-2024,0.615261806,11.93,-55.05,1704,7.148,-4.782
2651759.39,712641.74,13-11-2024,0.615273264,11.91,-55.02,1704,7.148,-4.762
2651756.63,712641.42,13-11-2024,0.615286343,11.88,-54.98,1704,7.148,-4.732
2651753.86,712641.08,13-11-2024,0.615296296,11.99,-55.11,1704,7.148,-4.842
2651751.09,712640.67,13-11-2024,0.615308449,12.05,-55.14,1704,7.148,-4.902
2651748.33,712640.27,13-11-2024,0.615319907,11.81,-54.9,1704,7.148,-4.662
2651745.58,712639.8,13-11-2024,0.615331019,12.28,-55.46,1704,7.148,-5.132
2651742.83,712639.32,13-11-2024,0.615343981,11.94,-55.1,1704,7.148,-4.792
2651740.1,712638.75,13-11-2024,0.61535463,11.97,-55.21,1704,7.148,-4.822
2651737.36,712638.23,13-11-2024,0.615365741,12.02,-55.22,1704,7.148,-4.872
2651734.66,712637.62,13-11-2024,0.615377778,11.82,-55.09,1704,7.148,-4.672
2651731.92,712637.02,13-11-2024,0.615389005,11.51,-54.74,1704,7.148,-4.362
2651729.21,712636.36,13-11-2024,0.615402083,11.45,-54.69,1704,7.148,-4.302
2651726.43,712635.72,13-11-2024,0.6154125,11.28,-54.51,1704,7.148,-4.132
2651723.68,712635.02,13-11-2024,0.615424074,11.05,-54.34,1704,7.148,-3.902
2651720.9,712634.37,13-11-2024,0.615435417,10.83,-54.09,1704,7.148,-3.682
2651718.12,712633.73,13-11-2024,0.615447338,10.54,-53.88,1704,7.148,-3.392
2651715.32,712633.13,13-11-2024,0.615459954,10.21,-53.57,1704,7.148,-3.062
2651712.52,712632.56,13-11-2024,0.615470602,9.94,-53.28,1704,7.148,-2.792
2651709.72,712632.04,13-11-2024,0.615481944,9.38,-52.69,1704,7.148,-2.232
2651706.89,712631.55,13-11-2024,0.615493403,9.26,-52.58,1704,7.148,-2.112
2651704.06,712631.1,13-11-2024,0.615504745,8.98,-52.32,1704,7.148,-1.832
2651701.24,712630.65,13-11-2024,0.615517593,8.64,-51.97,1704,7.148,-1.492
2651698.37,712630.28,13-11-2024,0.615528472,8.38,-51.67,1704,7.148,-1.232
2651695.52,712629.91,13-11-2024,0.615539699,8.15,-51.42,1704,7.148,-1.002
2651692.66,712629.58,13-11-2024,0.61555162,7.99,-51.19,1704,7.148,-0.842
2651689.79,712629.22,13-11-2024,0.615563426,7.84,-51.05,1704,7.148,-0.692
2651686.93,712628.89,13-11-2024,0.615574074,7.61,-50.82,1704,7.148,-0.462
2651684.06,712628.54,13-11-2024,0.615585995,7.5,-50.73,1704,7.148,-0.352
2651681.2,712628.24,13-11-2024,0.615597917,7.44,-50.58,1704,7.148,-0.292
2651678.34,712627.86,13-11-2024,0.615609491,7.27,-50.56,1704,7.148,-0.122
2651675.45,712627.57,13-11-2024,0.615621296,7.03,-50.31,1704,7.148,0.118
2651672.63,712627.25,13-11-2024,0.615633565,6.96,-50.26,1704,7.148,0.188
2651669.84,712626.95,13-11-2024,0.615644676,6.63,-50.03,1704,7.148,0.518
2651667.12,712626.75,13-11-2024,0.61565544,6.51,-49.84,1704,7.148,0.638
2651664.55,712626.45,13-11-2024,0.61566713,5.79,-49.19,1704,7.148,1.358
2651662.05,712626.27,13-11-2024,0.615678241,5.74,-49.09,1704,7.148,1.408
2651659.64,712626.06,13-11-2024,0.615691667,5.25,-48.59,1704,7.148,1.898
2651657.29,712625.92,13-11-2024,0.61570162,5.22,-48.58,1704,7.148,1.928
2651655.02,712625.73,13-11-2024,0.615713426,5.09,-48.43,1704,7.148,2.058
2651652.83,712625.54,13-11-2024,0.615725,5.15,-48.52,1704,7.148,1.998
2651650.69,712625.4,13-11-2024,0.615736227,5.12,-48.5,1704,7.148,2.028
2651648.62,712625.26,13-11-2024,0.615749884,4.9,-48.27,1704,7.148,2.248
2651646.61,712625.11,13-11-2024,0.615759838,4.62,-48.07,1704,7.148,2.528
2651644.65,712625.02,13-11-2024,0.615771296,4.59,-48.02,1704,7.148,2.558
2651642.75,712624.88,13-11-2024,0.61578287,4.47,-47.93,1704,7.148,2.678
2651639.1,712624.68,13-11-2024,0.615806944,4.48,-47.92,1704,7.148,2.668
2651637.35,712624.59,13-11-2024,0.615817824,4.47,-47.95,1704,7.148,2.678
2651635.65,712624.51,13-11-2024,0.615829282,4.35,-47.78,1704,7.148,2.798
2651634,712624.42,13-11-2024,0.615840856,4.11,-47.5,1704,7.148,3.038
2651632.44,712624.37,13-11-2024,0.615852431,3.99,-47.33,1704,7.148,3.158
2651630.94,712624.3,13-11-2024,0.615864931,3.91,-47.23,1704,7.148,3.238
2651629.54,712624.22,13-11-2024,0.615875116,3.74,-47.1,1704,7.148,3.408
2651628.18,712624.16,13-11-2024,0.615886574,3.68,-46.99,1704,7.148,3.468
2651626.88,712624.04,13-11-2024,0.615898611,3.6,-46.95,1704,7.148,3.548
2651625.64,712623.95,13-11-2024,0.615910301,3.54,-46.86,1704,7.148,3.608
2651624.47,712623.8,13-11-2024,0.61592338,3.46,-46.75,1704,7.148,3.688
2651623.35,712623.65,13-11-2024,0.615933565,3.39,-46.73,1704,7.148,3.758
2651622.3,712623.5,13-11-2024,0.615945139,3.37,-46.72,1704,7.148,3.778
2651621.31,712623.33,13-11-2024,0.61595706,3.27,-46.62,1704,7.148,3.878
2651620.36,712623.15,13-11-2024,0.615967824,3.26,-46.64,1704,7.148,3.888
2651619.46,712622.94,13-11-2024,0.615980671,3.27,-46.68,1704,7.148,3.878
2651618.61,712622.73,13-11-2024,0.615991204,3.23,-46.72,1704,7.148,3.918
2651617.82,712622.51,13-11-2024,0.616002546,3.23,-46.69,1704,7.148,3.918
2651617.11,712622.31,13-11-2024,0.616014583,3.15,-46.64,1704,7.148,3.998
2651616.45,712622.13,13-11-2024,0.616025926,3.15,-46.65,1704,7.148,3.998
2651615.92,712621.95,13-11-2024,0.61603912,3.11,-46.62,1704,7.148,4.038
2651615.45,712621.81,13-11-2024,0.616049653,3.12,-46.54,1704,7.148,4.028
2651615.11,712621.69,13-11-2024,0.616060532,3.09,-46.54,1704,7.148,4.058
2651614.83,712621.61,13-11-2024,0.616072454,3.11,-46.51,1704,7.148,4.038
2651614.62,712621.5,13-11-2024,0.616084028,3.08,-46.44,1704,7.148,4.068
2651614.38,712621.35,13-11-2024,0.616096296,3.06,-46.33,1704,7.148,4.088
2651614.18,712621.14,13-11-2024,0.616106829,2.99,-46.3,1704,7.148,4.158
2651613.99,712620.93,13-11-2024,0.616118634,3,-46.26,1704,7.148,4.148
2651613.82,712620.67,13-11-2024,0.616130093,3.02,-46.27,1704,7.148,4.128
2651613.65,712620.41,13-11-2024,0.616141551,2.99,-46.22,1704,7.148,4.158
2651613.49,712620.13,13-11-2024,0.616154282,2.94,-46.16,1704,7.148,4.208
2651613.37,712619.82,13-11-2024,0.616164468,2.87,-46.11,1704,7.148,4.278
2651623.18,712602.22,13-11-2024,0.616465741,3.21,-46.78,1859,7.148,3.938
2651623.76,712601.85,13-11-2024,0.616477778,3.23,-46.61,1859,7.148,3.918
2651624.47,712601.71,13-11-2024,0.616489583,3.17,-46.65,1859,7.148,3.978
2651625.06,712601.49,13-11-2024,0.616501505,3.18,-46.54,1859,7.148,3.968
2651625.68,712601.4,13-11-2024,0.61651169,3.15,-46.6,1859,7.148,3.998
2651626.3,712601.25,13-11-2024,0.616523264,3.17,-46.56,1859,7.148,3.978
2651626.89,712601.16,13-11-2024,0.616535301,3.15,-46.56,1859,7.148,3.998
2651627.58,712601.1,13-11-2024,0.616546759,3.17,-46.6,1859,7.148,3.978
2651628.37,712601.04,13-11-2024,0.616559375,3.26,-46.7,1859,7.148,3.888
2651629.25,712601.01,13-11-2024,0.616570023,3.3,-46.76,1859,7.148,3.848
2651630.24,712601.03,13-11-2024,0.616581713,3.37,-46.9,1859,7.148,3.778
2651631.37,712601.05,13-11-2024,0.616592708,3.36,-46.95,1859,7.148,3.788
2651632.62,712601.08,13-11-2024,0.616604745,3.45,-47.01,1859,7.148,3.698
2651633.96,712601.19,13-11-2024,0.616617477,3.52,-47.12,1859,7.148,3.628
2651635.45,712601.33,13-11-2024,0.616627778,3.57,-47.18,1859,7.148,3.578
2651637.05,712601.51,13-11-2024,0.616639583,3.7,-47.3,1859,7.148,3.448
2651638.79,712601.72,13-11-2024,0.616650694,3.85,-47.45,1859,7.148,3.298
2651640.66,712601.98,13-11-2024,0.616662616,4.01,-47.62,1859,7.148,3.138
2651642.62,712602.24,13-11-2024,0.616675347,4.26,-47.91,1859,7.148,2.888
2651644.64,712602.61,13-11-2024,0.616685532,4.29,-47.95,1859,7.148,2.858
2651646.76,712602.98,13-11-2024,0.616697685,4.35,-47.96,1859,7.148,2.798
2651648.96,712603.42,13-11-2024,0.616708796,4.32,-47.94,1859,7.148,2.828
2651651.21,712603.88,13-11-2024,0.616720602,4.47,-48.13,1859,7.148,2.678
2651653.56,712604.35,13-11-2024,0.616732986,4.59,-48.25,1859,7.148,2.558
2651655.93,712604.9,13-11-2024,0.616743403,4.71,-48.4,1859,7.148,2.438
2651658.37,712605.42,13-11-2024,0.616754861,4.88,-48.51,1859,7.148,2.268
2651660.85,712606.01,13-11-2024,0.616767014,5.12,-48.72,1859,7.148,2.028
2651663.38,712606.62,13-11-2024,0.616778356,6.05,-49.68,1859,7.148,1.098
2651665.93,712607.25,13-11-2024,0.616790972,6.63,-50.26,1859,7.148,0.518
2651671.11,712608.52,13-11-2024,0.616813079,6.88,-50.6,1859,7.148,0.268
2651673.77,712609.09,13-11-2024,0.616824537,7.06,-50.7,1859,7.148,0.088
2651676.41,712609.73,13-11-2024,0.61683588,7.24,-50.85,1859,7.148,-0.092
2651679.09,712610.24,13-11-2024,0.616848727,7.44,-51.04,1859,7.148,-0.292
2651681.74,712610.8,13-11-2024,0.616859491,7.58,-51.23,1859,7.148,-0.432
2651684.4,712611.21,13-11-2024,0.616870833,7.74,-51.36,1859,7.148,-0.592
2651687.08,712611.63,13-11-2024,0.616882407,8.01,-51.58,1859,7.148,-0.862
2651689.75,712611.99,13-11-2024,0.61689375,8.01,-51.6,1859,7.148,-0.862
2651692.43,712612.28,13-11-2024,0.616907176,8.21,-51.86,1859,7.148,-1.062
2651695.12,712612.58,13-11-2024,0.61691713,8.33,-52.01,1859,7.148,-1.182
2651697.81,712612.74,13-11-2024,0.616928356,8.46,-52.17,1859,7.148,-1.312
2651700.48,712612.97,13-11-2024,0.616940046,8.54,-52.31,1859,7.148,-1.392
2651703.13,712613.08,13-11-2024,0.616951505,8.75,-52.5,1859,7.148,-1.602
2651705.79,712613.27,13-11-2024,0.616964583,8.94,-52.71,1859,7.148,-1.792
2651708.45,712613.44,13-11-2024,0.616975,9.22,-53.01,1859,7.148,-2.072
2651711.09,712613.64,13-11-2024,0.616986227,9.37,-53.19,1859,7.148,-2.222
2651713.75,712613.85,13-11-2024,0.616997917,9.69,-53.5,1859,7.148,-2.542
2651716.42,712614.06,13-11-2024,0.617009838,9.97,-53.83,1859,7.148,-2.822
2651719.08,712614.35,13-11-2024,0.617022338,10.26,-54.13,1859,7.148,-3.112
2651721.76,712614.56,13-11-2024,0.617032639,10.46,-54.27,1859,7.148,-3.312
2651724.44,712614.88,13-11-2024,0.617044097,10.7,-54.51,1859,7.148,-3.552
2651727.11,712615.16,13-11-2024,0.617055787,10.98,-54.78,1859,7.148,-3.832
2651729.75,712615.58,13-11-2024,0.617067477,11.4,-55.19,1859,7.148,-4.252
2651732.38,712616,13-11-2024,0.617080324,11.51,-55.26,1859,7.148,-4.362
2651734.99,712616.54,13-11-2024,0.617090856,11.69,-55.46,1859,7.148,-4.542
2651737.61,712617.08,13-11-2024,0.617102546,11.91,-55.58,1859,7.148,-4.762
2651740.25,712617.72,13-11-2024,0.617113773,12.14,-55.83,1859,7.148,-4.992
2651742.9,712618.4,13-11-2024,0.617125347,12.33,-56.03,1859,7.148,-5.182
2651745.55,712619.09,13-11-2024,0.617138542,12.58,-56.3,1859,7.148,-5.432
2651748.22,712619.73,13-11-2024,0.61714919,12.59,-56.29,1859,7.148,-5.442
2651750.89,712620.38,13-11-2024,0.617160532,11.9,-55.6,1859,7.148,-4.752
2651753.57,712621.04,13-11-2024,0.617171644,11.79,-55.5,1859,7.148,-4.642
2651756.24,712621.65,13-11-2024,0.617183449,12.03,-55.73,1859,7.148,-4.882
2651758.93,712622.21,13-11-2024,0.617196644,12.53,-56.18,1859,7.148,-5.382
2651761.63,712622.74,13-11-2024,0.617206019,11.9,-55.6,1859,7.148,-4.752
2651764.33,712623.17,13-11-2024,0.617218056,11.72,-55.45,1859,7.148,-4.572
2651766.99,712623.52,13-11-2024,0.61722963,12.3,-56.06,1859,7.148,-5.152
2651769.63,712623.84,13-11-2024,0.617241435,12.71,-56.51,1859,7.148,-5.562
2651772.23,712624.07,13-11-2024,0.617254398,11.81,-55.55,1859,7.148,-4.662
2651774.85,712624.32,13-11-2024,0.617264236,12.03,-55.82,1859,7.148,-4.882
2651777.43,712624.49,13-11-2024,0.617275579,12.06,-55.78,1859,7.148,-4.912
2651779.94,712624.71,13-11-2024,0.617287731,12.02,-55.73,1859,7.148,-4.872
2651782.31,712624.9,13-11-2024,0.617299537,11.88,-55.54,1859,7.148,-4.732
2651784.6,712625.12,13-11-2024,0.6173125,11.68,-55.34,1859,7.148,-4.532
2651786.82,712625.33,13-11-2024,0.617322685,11.74,-55.36,1859,7.148,-4.592
2651789,712625.57,13-11-2024,0.617333565,11.91,-55.56,1859,7.148,-4.762
2651791.13,712625.8,13-11-2024,0.617345255,11.75,-55.34,1859,7.148,-4.602
2651793.23,712626.1,13-11-2024,0.617356944,11.6,-55.2,1859,7.148,-4.452
2651795.33,712626.4,13-11-2024,0.617369676,11.6,-55.26,1859,7.148,-4.452
2651797.47,712626.72,13-11-2024,0.617380324,11.66,-55.34,1859,7.148,-4.512
2651799.69,712627.07,13-11-2024,0.617391551,11.66,-55.38,1859,7.148,-4.512
2651801.94,712627.44,13-11-2024,0.617403472,11.66,-55.4,1859,7.148,-4.512
2651804.21,712627.83,13-11-2024,0.617414815,11.6,-55.36,1859,7.148,-4.452
2651806.51,712628.23,13-11-2024,0.617427662,11.48,-55.32,1859,7.148,-4.332
2651808.87,712628.65,13-11-2024,0.617438079,11.48,-55.31,1859,7.148,-4.332
2651811.28,712629.04,13-11-2024,0.617449421,11.48,-55.31,1859,7.148,-4.332
2651813.7,712629.44,13-11-2024,0.617461111,11.42,-55.25,1859,7.148,-4.272
2651816.11,712629.85,13-11-2024,0.617472685,12.79,-56.63,1859,7.148,-5.642
2651818.52,712630.26,13-11-2024,0.617485648,13.05,-56.87,1859,7.148,-5.902
2651868.62,712639.01,13-11-2024,0.617717593,1.51,-45.54,1859,7.148,5.638
2651898.97,712644.27,13-11-2024,0.61785463,1.3,-45.52,1859,7.148,5.848
