N,E,Date,Time,RL,Others,Section No
2646942.84,715354.74,16-11-2024,34:29.8,10.4,-53.21,6
2646744.44,715619.14,16-11-2024,40:04.8,4.97,-48.3,7
2646744.87,715618.34,16-11-2024,40:05.7,4.99,-48.31,7
2646745.37,715617.61,16-11-2024,40:07.0,5.01,-48.33,7
2646745.9,715616.91,16-11-2024,40:07.8,5.04,-48.37,7
2646746.47,715616.26,16-11-2024,40:08.8,5.07,-48.39,7
2646747.11,715615.66,16-11-2024,40:09.8,5.1,-48.42,7
2646747.84,715615.09,16-11-2024,40:10.8,5.14,-48.46,7
2646748.65,715614.53,16-11-2024,40:11.9,5.2,-48.51,7
2646749.56,715614.03,16-11-2024,40:12.9,5.28,-48.6,7
2646750.5,715613.54,16-11-2024,40:13.8,5.37,-48.66,7
2646751.48,715613.09,16-11-2024,40:14.8,5.47,-48.75,7
2646752.52,715612.67,16-11-2024,40:15.7,5.58,-48.86,7
2646753.64,715612.29,16-11-2024,40:17.0,5.71,-48.99,7
2646754.86,715611.95,16-11-2024,40:17.8,5.85,-49.13,7
2646756.19,715611.63,16-11-2024,40:18.8,6,-49.23,7
2646757.67,715611.37,16-11-2024,40:19.8,6.16,-49.37,7
2646759.27,715611.15,16-11-2024,40:20.7,6.32,-49.52,7
2646760.95,715610.97,16-11-2024,40:21.9,6.5,-49.68,7
2646762.72,715610.84,16-11-2024,40:22.8,6.69,-49.88,7
2646764.57,715610.74,16-11-2024,40:23.8,6.88,-50.06,7
2646766.5,715610.69,16-11-2024,40:24.8,7.07,-50.27,7
2646768.48,715610.68,16-11-2024,40:25.8,7.26,-50.44,7
2646770.54,715610.7,16-11-2024,40:26.9,7.45,-50.64,7
2646772.62,715610.76,16-11-2024,40:27.8,7.63,-50.84,7
2646774.78,715610.87,16-11-2024,40:28.8,7.81,-51.02,7
2646777,715610.99,16-11-2024,40:29.8,7.98,-51.18,7
2646779.27,715611.11,16-11-2024,40:30.8,8.14,-51.34,7
2646781.56,715611.22,16-11-2024,40:31.9,8.29,-51.47,7
2646783.89,715611.34,16-11-2024,40:32.7,8.42,-51.58,7
2646786.23,715611.42,16-11-2024,40:33.8,8.54,-51.7,7
2646788.6,715611.46,16-11-2024,40:34.7,8.64,-51.83,7
2646790.98,715611.43,16-11-2024,40:35.8,8.72,-51.91,7
2646793.36,715611.37,16-11-2024,40:36.9,8.79,-51.99,7
2646795.71,715611.18,16-11-2024,40:37.8,8.84,-52.02,7
2646798.06,715610.93,16-11-2024,40:38.8,8.89,-52.08,7
2646800.36,715610.56,16-11-2024,40:39.7,8.92,-52.09,7
2646802.61,715610.07,16-11-2024,40:40.8,8.95,-52.15,7
2646804.82,715609.44,16-11-2024,40:41.9,8.97,-52.19,7
2646806.95,715608.7,16-11-2024,40:42.7,8.99,-52.23,7
2646809.04,715607.85,16-11-2024,40:43.8,9.01,-52.21,7
2646811.12,715606.96,16-11-2024,40:44.8,9.04,-52.26,7
2646813.15,715605.92,16-11-2024,40:45.7,9.07,-52.24,7
2646815.14,715604.76,16-11-2024,40:47.0,9.1,-52.28,7
2646817.04,715603.5,16-11-2024,40:47.8,9.14,-52.31,7
2646818.9,715602.16,16-11-2024,40:48.8,9.19,-52.33,7
2646820.68,715600.73,16-11-2024,40:49.8,9.24,-52.36,7
2646822.41,715599.2,16-11-2024,40:50.8,9.29,-52.42,7
2646824.09,715597.59,16-11-2024,40:51.9,9.35,-52.5,7
2646825.71,715595.93,16-11-2024,40:52.8,9.41,-52.54,7
2646827.3,715594.22,16-11-2024,40:53.8,9.47,-52.65,7
2646828.84,715592.46,16-11-2024,40:54.8,9.53,-52.75,7
2646830.37,715590.66,16-11-2024,40:55.8,9.59,-52.86,7
2646831.9,715588.81,16-11-2024,40:56.9,9.65,-52.93,7
2646833.43,715586.99,16-11-2024,40:57.8,9.71,-53.02,7
2646834.96,715585.13,16-11-2024,40:58.8,9.76,-53.04,7
2646836.51,715583.26,16-11-2024,40:59.8,9.8,-53.09,7
2646838.09,715581.37,16-11-2024,41:00.8,9.84,-53.08,7
2646839.68,715579.5,16-11-2024,41:01.9,9.87,-53.12,7
2646841.29,715577.61,16-11-2024,41:02.8,9.9,-53.16,7
2646842.92,715575.72,16-11-2024,41:03.7,9.91,-53.2,7
2646844.57,715573.83,16-11-2024,41:04.8,9.92,-53.26,7
2646846.23,715571.94,16-11-2024,41:05.8,9.92,-53.27,7
2646847.91,715570.04,16-11-2024,41:06.9,9.91,-53.27,7
2646849.6,715568.12,16-11-2024,41:07.8,9.89,-53.22,7
2646851.31,715566.2,16-11-2024,41:08.7,9.85,-53.18,7
2646853.05,715564.27,16-11-2024,41:09.8,9.81,-53.19,7
2646854.79,715562.32,16-11-2024,41:10.7,9.75,-53.1,7
2646856.51,715560.33,16-11-2024,41:11.9,9.69,-53.06,7
2646858.23,715558.31,16-11-2024,41:12.8,9.63,-52.98,7
2646859.96,715556.27,16-11-2024,41:13.8,9.56,-52.94,7
2646861.69,715554.19,16-11-2024,41:14.8,9.48,-52.87,7
2646863.42,715552.12,16-11-2024,41:15.7,9.4,-52.79,7
2646865.17,715550.04,16-11-2024,41:17.0,9.33,-52.76,7
2646866.94,715547.96,16-11-2024,41:17.8,9.25,-52.67,7
2646868.72,715545.86,16-11-2024,41:18.8,9.18,-52.62,7
2646870.52,715543.75,16-11-2024,41:19.7,9.11,-52.56,7
2646872.33,715541.6,16-11-2024,41:20.8,9.04,-52.51,7
2646874.14,715539.46,16-11-2024,41:21.9,8.97,-52.46,7
2646875.98,715537.32,16-11-2024,41:22.8,8.9,-52.42,7
2646877.82,715535.17,16-11-2024,41:23.8,8.83,-52.34,7
2646879.68,715532.99,16-11-2024,41:24.8,8.75,-52.3,7
2646881.53,715530.84,16-11-2024,41:25.8,8.68,-52.21,7
2646883.38,715528.68,16-11-2024,41:26.9,8.59,-52.12,7
2646885.26,715526.51,16-11-2024,41:27.7,8.5,-52.01,7
2646887.09,715524.33,16-11-2024,41:28.8,8.41,-51.9,7
2646888.93,715522.16,16-11-2024,41:29.8,8.3,-51.8,7
2646890.73,715519.98,16-11-2024,41:30.7,8.2,-51.7,7
2646892.53,715517.79,16-11-2024,41:31.9,8.09,-51.64,7
2646894.26,715515.57,16-11-2024,41:32.8,7.97,-51.52,7
2646895.97,715513.35,16-11-2024,41:33.8,7.86,-51.4,7
2646897.61,715511.1,16-11-2024,41:34.8,7.75,-51.3,7
2646899.2,715508.83,16-11-2024,41:35.8,7.64,-51.16,7
2646900.69,715506.51,16-11-2024,41:37.0,7.53,-51.06,7
2646902.08,715504.17,16-11-2024,41:37.8,7.44,-50.96,7
2646903.35,715501.81,16-11-2024,41:38.8,7.35,-50.87,7
2646904.5,715499.43,16-11-2024,41:39.7,7.26,-50.77,7
2646905.49,715497.03,16-11-2024,41:40.9,7.18,-50.7,7
2646906.3,715494.61,16-11-2024,41:41.9,7.11,-50.63,7
2646906.95,715492.2,16-11-2024,41:42.8,7.05,-50.57,7
2646907.46,715489.8,16-11-2024,41:43.8,6.99,-50.5,7
2646907.86,715487.39,16-11-2024,41:44.8,6.94,-50.47,7
2646908.1,715484.99,16-11-2024,41:45.8,6.9,-50.43,7
2646908.18,715482.65,16-11-2024,41:47.0,6.86,-50.42,7
2646908.12,715480.39,16-11-2024,41:47.7,6.82,-50.38,7
2646907.95,715478.21,16-11-2024,41:48.8,6.79,-50.34,7
2646907.73,715476.16,16-11-2024,41:49.8,6.76,-50.34,7
2646907.4,715474.27,16-11-2024,41:50.8,6.75,-50.34,7
2646906.94,715472.55,16-11-2024,41:52.0,6.75,-50.34,7
2646906.38,715470.98,16-11-2024,41:52.8,6.77,-50.37,7
2646905.73,715469.64,16-11-2024,41:53.8,6.8,-50.4,7
2646905.02,715468.47,16-11-2024,41:54.8,6.84,-50.42,7
2646904.32,715467.37,16-11-2024,41:55.7,6.9,-50.46,7
2646903.6,715466.3,16-11-2024,41:56.9,6.98,-50.54,7
2646902.9,715465.24,16-11-2024,41:57.8,7.08,-50.65,7
2646902.18,715464.2,16-11-2024,41:58.7,7.2,-50.79,7
2646901.47,715463.16,16-11-2024,41:59.8,7.33,-50.94,7
2646900.74,715462.12,16-11-2024,42:00.8,7.46,-51.07,7
2646900.02,715461.09,16-11-2024,42:01.9,7.6,-51.21,7
2646899.29,715460.05,16-11-2024,42:02.8,7.74,-51.39,7
2646898.54,715459.01,16-11-2024,42:03.7,7.88,-51.54,7
2646897.75,715457.96,16-11-2024,42:04.8,8,-51.66,7
2646896.98,715456.93,16-11-2024,42:05.8,8.12,-51.8,7
2646896.19,715455.86,16-11-2024,42:06.9,8.23,-51.94,7
2646895.35,715454.78,16-11-2024,42:07.7,8.32,-52.05,7
2646894.45,715453.69,16-11-2024,42:08.8,8.39,-52.11,7
2646893.52,715452.6,16-11-2024,42:09.8,8.46,-52.18,7
2646892.58,715451.51,16-11-2024,42:10.9,8.51,-52.26,7
2646891.6,715450.43,16-11-2024,42:11.9,8.55,-52.32,7
2646890.58,715449.33,16-11-2024,42:12.8,8.59,-52.39,7
2646889.44,715448.3,16-11-2024,42:13.8,8.63,-52.43,7
2646888.2,715447.35,16-11-2024,42:14.8,8.67,-52.47,7
2646886.89,715446.47,16-11-2024,42:15.8,8.72,-52.52,7
2646885.55,715445.65,16-11-2024,42:16.9,8.78,-52.57,7
2646884.22,715444.87,16-11-2024,42:17.8,8.85,-52.63,7
2646882.88,715444.13,16-11-2024,42:18.8,8.94,-52.7,7
2646881.55,715443.33,16-11-2024,42:19.7,9.05,-52.82,7
2646880.26,715442.47,16-11-2024,42:20.8,9.17,-52.92,7
2646878.98,715441.62,16-11-2024,42:21.9,9.31,-53.01,7
2646877.74,715440.71,16-11-2024,42:22.8,9.47,-53.19,7
2646876.48,715439.76,16-11-2024,42:23.8,9.64,-53.36,7
2646875.27,715438.75,16-11-2024,42:24.8,9.82,-53.58,7
2646874.08,715437.7,16-11-2024,42:25.8,10,-53.77,7
2646872.87,715436.58,16-11-2024,42:26.9,10.17,-53.91,7
2646871.66,715435.44,16-11-2024,42:27.7,10.34,-54.04,7
2646870.43,715434.29,16-11-2024,42:28.8,10.51,-54.17,7
2646869.18,715433.17,16-11-2024,42:29.8,10.6,-54.25,7
2646867.92,715432.1,16-11-2024,42:30.8,10.69,-54.32,7
2646866.66,715431.07,16-11-2024,42:31.9,10.78,-54.41,7
2646865.43,715430.09,16-11-2024,42:32.8,10.85,-54.45,7
2646864.17,715429.13,16-11-2024,42:33.8,10.92,-54.45,7
